time,total_squared_error,marker_error_RMS,marker_error_max,Frame#,Time,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29,X30,Y30,Z30,X31,Y31,Z31,X32,Y32,Z32,X33,Y33,Z33,X34,Y34,Z34,X35,Y35,Z35,X36,Y36,Z36,X37,Y37,Z37,X38,Y38,Z38,X39,Y39,Z39,X40,Y40,Z40,X41,Y41,Z41,X42,Y42,Z42,X43,Y43,Z43,X44,Y44,Z44,X45,Y45,Z45,X46,Y46,Z46,X47,Y47,Z47,X48,Y48,Z48,X49,Y49,Z49,X50,Y50,Z50,X51,Y51,Z51,time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_angle_r_beta,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_angle_l_beta,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l
1.97000000,0.00794720,0.01359480,0.03333421,198,1.97000000,-186.44344,535.90253,-398.77269,-156.16089,408.89877,-417.95249,-290.08855,96.94563,-437.73110,-355.06886,65.82967,-492.43817,-167.25753,38.12042,-381.52407,-121.81077,60.31383,-450.58864,-214.81104,541.27992,-858.38654,-168.32249,436.09620,-866.32373,-283.97758,96.51106,-872.50014,-338.38010,67.38179,-819.00637,-147.24298,34.62193,-921.24371,-108.13374,59.22035,-856.36236,-170.45297,298.48294,-445.09844,-218.61586,404.93613,-370.77190,-225.16430,289.10519,-381.03773,-255.90379,448.74876,-884.66302,-253.25595,329.65015,-913.26049,-191.99373,789.58833,-415.44950,-148.06770,684.99824,-427.85288,-164.07379,647.46603,-373.57780,-265.63788,747.15822,-340.12599,-217.54984,639.95748,-359.17452,-245.03762,801.73353,-813.98288,-180.17238,683.34190,-839.96100,-343.26808,752.30205,-841.46839,-277.18932,632.74082,-862.49532,-272.73914,970.20675,-436.11726,-445.61396,1072.95904,-529.41411,-269.48926,949.37527,-702.60357,-443.75671,1067.79329,-628.72595,-176.01013,1499.22003,-553.90705,-139.62427,1410.78693,-369.70950,-97.64089,1430.45173,-711.91274,-80.45967,1372.08029,-523.06011,-79.96775,1370.36064,-566.22550,-140.02608,1256.36493,-291.39273,-216.18010,1035.04550,-307.91298,-173.83756,1065.96755,-231.59824,-44.74163,1119.42573,-324.84497,47.90256,1140.03364,-396.09577,62.70279,1099.52901,-396.25039,-80.46533,1276.12627,-797.23400,-165.70511,1056.25843,-816.00495,-95.67763,1087.67959,-862.61028,-25.50083,1140.60794,-723.55422,56.03834,1153.95164,-639.30539,79.28542,1115.35734,-652.34045,-377.74778,925.04767,-470.26515,-377.26683,898.90286,-682.04861,-371.18827,918.27619,-473.41147,-367.89329,909.11242,-649.57346,1.97000000,-23.24509963,-2.07576594,-1.66132160,-0.28497408,0.96174956,-0.57762581,48.90934406,1.29698254,-5.47955393,35.01898183,0.61119653,10.45859436,-11.16894641,-7.49998635,50.64581885,-17.37771075,-9.04037698,35.91613278,0.62685477,6.44600915,8.51523325,-7.49998635,-12.92406300,6.58516573,0.16806179,27.74822391,-15.82589249,20.98119896,122.59799165,99.41275162,31.19958350,-11.05364616,32.29435519,118.72019608,108.58898983
1.98000000,0.00796368,0.01360889,0.03395311,199,1.98000000,-185.14047,534.80113,-397.77992,-154.54835,407.89398,-417.07059,-290.03089,96.86891,-437.69734,-355.05250,65.79427,-492.46267,-167.30972,38.03889,-381.52074,-121.83582,60.25891,-450.51999,-214.24532,540.47167,-859.90838,-167.44710,435.44599,-867.93565,-284.06587,96.38251,-872.71136,-338.70259,67.36754,-818.72450,-147.27921,34.63818,-921.26183,-108.19778,59.23135,-856.35615,-169.41744,297.63592,-444.57664,-217.07826,404.13790,-370.10337,-224.04563,287.99697,-381.28103,-254.93967,448.15730,-885.94918,-252.67515,328.95320,-914.20938,-195.43260,788.47959,-414.37964,-149.34241,684.81127,-426.34870,-165.09945,646.85439,-372.49889,-268.93135,744.56074,-339.67750,-218.43240,638.26617,-358.40996,-249.46480,799.65553,-815.06489,-182.53660,682.89649,-841.93985,-347.04564,748.72369,-842.32315,-278.75529,630.29188,-863.40309,-278.18397,964.34433,-436.19446,-449.43821,1068.74387,-529.98827,-274.53378,943.34086,-703.58853,-447.49116,1063.60077,-629.20194,-172.87640,1490.78122,-554.66130,-136.34253,1402.49834,-370.62591,-95.44817,1421.16253,-712.45309,-79.43922,1361.83473,-524.63800,-78.33729,1360.60802,-567.15753,-136.56977,1248.43162,-292.37189,-211.96544,1026.87964,-307.49498,-169.69406,1058.29250,-231.41913,-40.89211,1112.03078,-324.90896,51.43813,1132.83272,-396.09968,66.61153,1092.42717,-396.20332,-77.78561,1267.59183,-797.59759,-161.26391,1047.17539,-816.61976,-91.45041,1079.11778,-862.89458,-21.84831,1132.49200,-723.64503,59.62057,1146.31715,-639.55429,83.05169,1107.95750,-652.30548,-383.38121,920.15708,-470.85512,-382.89334,894.08339,-682.64735,-377.11219,913.11747,-473.78994,-373.64286,903.95386,-650.55859,1.98000000,-23.85672042,-2.00449779,-1.67645643,-0.28989375,0.95621722,-0.57800211,50.66435659,1.03337216,-5.74221827,36.48808071,0.63683715,10.95036072,-11.02796864,-7.49998653,52.31803390,-17.54574922,-9.07855279,37.19007703,0.64908929,6.85785692,8.62745204,-7.49998653,-13.33128486,6.39776434,0.31163162,29.10199423,-15.93134048,20.89752128,122.63836578,99.43162566,32.77640142,-11.09947292,32.49694907,118.62931290,108.59730086
1.99000000,0.00793916,0.01358793,0.03399441,200,1.99000000,-183.88682,533.67109,-396.89816,-152.98604,406.92567,-416.19012,-289.94591,96.79181,-437.62143,-355.04395,65.65448,-492.55569,-167.32678,37.97813,-381.48757,-121.88732,60.16338,-450.47015,-213.66954,539.64351,-861.37393,-166.56482,434.77721,-869.36607,-284.16058,96.20503,-872.79647,-339.33437,67.55439,-818.30503,-147.30124,34.63481,-921.26250,-108.25926,59.22894,-856.35260,-168.40199,296.78250,-444.05216,-215.53852,403.34368,-369.40663,-223.33623,287.04101,-381.39060,-254.10905,447.70449,-887.27788,-252.10295,328.51510,-915.09936,-198.97003,787.29939,-413.14111,-150.69382,684.64513,-424.83082,-166.28871,646.17839,-371.38102,-272.41800,741.76127,-339.10236,-219.53914,636.50377,-357.67236,-253.97031,797.61318,-816.54553,-184.86228,682.34410,-843.67858,-350.68383,744.85170,-843.13090,-280.14945,627.80652,-864.56634,-283.24364,957.63049,-436.71914,-453.22439,1064.30764,-530.44828,-279.51157,936.88939,-704.03957,-451.21053,1059.29090,-629.84667,-169.80048,1482.02356,-555.40651,-133.62512,1393.40100,-371.92998,-93.36139,1411.47322,-712.77155,-78.21019,1351.46203,-525.86087,-76.77009,1350.56668,-568.03707,-133.17437,1240.34206,-293.33680,-207.46445,1018.43288,-307.38252,-165.53729,1050.35102,-231.32067,-37.10020,1104.37827,-325.01831,55.14617,1125.41006,-396.15737,70.56840,1085.10965,-396.01255,-75.18913,1258.87413,-797.95909,-156.81049,1037.74566,-817.13071,-87.12167,1070.23192,-863.00696,-18.13387,1124.11079,-723.82492,63.27061,1138.34642,-639.77606,86.91763,1100.37408,-652.43901,-388.99333,914.81882,-471.51021,-388.56632,888.99871,-683.33278,-382.74428,907.63552,-474.50069,-379.16395,898.71578,-651.21954,1.99000000,-24.58703161,-1.90876725,-1.67450556,-0.29484410,0.95020358,-0.57842510,52.57272676,0.72471483,-6.00305044,38.00480372,0.66330896,11.47636240,-10.86040714,-7.49998672,54.14601499,-17.67319958,-9.08453640,38.51418772,0.67219938,7.25932993,8.70961153,-7.49998672,-13.56917585,6.20400202,0.40807501,30.43247861,-15.98761160,20.76386824,122.64936093,99.45269515,34.31016551,-11.13025822,32.63961644,118.52428455,108.59192557
2.00000000,0.00784445,0.01350663,0.03406239,201,2.00000000,-182.75021,532.69272,-395.77269,-151.53580,405.90674,-415.45884,-289.89467,96.68003,-437.55155,-355.04073,65.47252,-492.69083,-167.33540,37.94919,-381.37705,-121.97623,60.09617,-450.39318,-213.00685,538.84953,-862.73709,-165.63035,434.16635,-870.61529,-284.24328,96.13375,-873.04571,-339.76258,67.70007,-818.12740,-147.31231,34.63357,-921.24782,-108.31623,59.22132,-856.34403,-167.42685,295.95788,-443.59917,-214.08619,402.47655,-368.65847,-222.85210,286.40751,-380.91591,-253.28019,447.34944,-888.46234,-251.72429,328.21911,-915.77806,-202.66456,785.99987,-411.94728,-152.10585,684.50304,-423.34438,-167.55263,645.55656,-370.13006,-275.95477,738.87126,-338.55359,-220.68147,634.81653,-356.76551,-258.47507,795.72448,-818.21570,-187.04814,681.75808,-845.23253,-354.07580,740.79736,-843.85937,-281.32279,625.32698,-865.81893,-287.96034,950.20122,-437.87402,-456.90946,1059.68542,-530.95881,-284.47718,930.33779,-704.06218,-454.78097,1054.76989,-630.54916,-166.75412,1473.03522,-556.10610,-131.03138,1383.98398,-373.08863,-91.36392,1401.50770,-713.22788,-76.64718,1341.09726,-526.71295,-75.33487,1340.21493,-568.90367,-129.92029,1232.01391,-294.30165,-203.12118,1009.67586,-307.23877,-161.42541,1042.22106,-231.08212,-33.39565,1096.40966,-325.12607,58.94153,1117.72507,-396.33096,74.46140,1077.50775,-396.00769,-72.62202,1249.90720,-798.30192,-152.29746,1027.99475,-817.33476,-82.77934,1061.17075,-863.17233,-14.37006,1115.52223,-724.07591,66.91951,1130.23088,-639.92851,90.84848,1092.56668,-652.61824,-394.48441,909.06983,-472.35481,-394.19531,883.78143,-684.24154,-388.14071,902.19780,-475.73498,-384.38119,893.51416,-651.67042,2.00000000,-25.16069231,-1.80797554,-1.64185883,-0.29963101,0.94427302,-0.57891872,54.31024796,0.36318388,-6.31944781,39.52989782,0.68992687,11.81695015,-10.87399685,-7.49998682,55.81656365,-17.78050297,-9.08460847,39.84889645,0.69549445,7.52755481,8.69475585,-7.49998682,-14.00244460,6.01513017,0.44445447,31.85868455,-16.03162881,20.68664727,122.64049095,99.45960781,35.86464644,-11.13968928,32.68031253,118.45546977,108.58927690
2.01000000,0.00779479,0.01346381,0.03398138,202,2.01000000,-181.76648,531.82164,-394.52357,-150.18415,404.89504,-414.79665,-289.88856,96.56226,-437.50368,-355.04923,65.34164,-492.73711,-167.37985,37.94525,-381.24316,-122.06399,60.12947,-450.28697,-212.29047,538.16042,-864.12110,-164.71292,433.65443,-871.83277,-284.31202,96.08800,-873.27791,-339.79281,67.67850,-818.19446,-147.32093,34.64573,-921.23488,-108.37354,59.23073,-856.32905,-166.49497,295.17743,-443.23183,-212.73889,401.60848,-367.96272,-222.14364,285.82354,-380.25551,-252.36368,447.03661,-889.58899,-251.43464,327.53111,-916.05066,-206.50685,784.58460,-410.92574,-153.59357,684.38673,-421.76087,-168.82950,644.96768,-368.81991,-279.42705,735.96896,-338.18794,-221.83790,633.13682,-355.95004,-262.74819,793.89408,-819.64679,-188.97684,681.19760,-846.61678,-357.21363,736.84217,-844.72011,-282.25803,622.95031,-866.97789,-292.87901,943.04059,-438.78685,-460.55631,1054.90274,-531.65249,-289.40558,923.91867,-704.25066,-458.12336,1050.10336,-631.24402,-163.78269,1463.83422,-556.78320,-128.36794,1374.51187,-373.93510,-89.40651,1391.38038,-713.93350,-75.10515,1330.56412,-527.51874,-74.04103,1329.62075,-569.73360,-126.82814,1223.46583,-295.19942,-199.00404,1000.67403,-306.80416,-157.32157,1033.87991,-230.76653,-29.61981,1088.28988,-325.09963,62.59739,1109.80042,-396.41457,78.30818,1069.62428,-396.17142,-70.11619,1240.65356,-798.69246,-147.67308,1017.93727,-817.28745,-78.48013,1051.93417,-863.44829,-10.59512,1106.71001,-724.17871,70.49193,1122.06622,-639.91372,94.73339,1084.51978,-652.64651,-399.95535,903.37140,-473.22093,-399.60591,878.55349,-685.16449,-393.72131,896.65844,-476.97473,-389.43587,888.20483,-652.39335,2.01000000,-26.10713958,-1.62842489,-1.62794107,-0.30455356,0.93758580,-0.57943949,56.48213124,-0.06884902,-6.55567371,41.11710193,0.71762881,12.84204234,-10.04997382,-7.49998723,57.85599288,-17.78008392,-8.94273056,41.14299439,0.71808072,8.02318212,8.78714984,-7.49998723,-13.92898834,5.74992490,0.50588183,33.04353380,-16.14246425,20.62160532,122.64050124,99.45756049,37.35171188,-11.13302830,32.82868239,118.30543544,108.58950904
2.02000000,0.00777825,0.01344952,0.03397343,203,2.02000000,-180.84839,530.86599,-393.55830,-148.86005,404.00234,-414.11241,-289.89484,96.47405,-437.44987,-355.07541,65.25141,-492.65720,-167.41968,37.94933,-381.17232,-122.11791,60.24582,-450.20738,-211.54858,537.51186,-865.62075,-163.78201,433.09378,-873.06620,-284.37116,95.96854,-873.37770,-339.69940,67.62388,-818.23129,-147.32815,34.65835,-921.22981,-108.43726,59.25551,-856.31813,-165.64482,294.40977,-442.89681,-211.42205,400.84365,-367.36840,-221.29373,285.09986,-379.94268,-251.35734,446.67236,-890.83462,-250.92531,326.36688,-916.05938,-210.35535,783.17940,-409.97002,-155.16629,684.13909,-420.31340,-170.11291,644.40744,-367.55254,-282.83992,733.00125,-337.91074,-223.13773,631.47825,-355.40830,-266.71478,792.07899,-820.70926,-190.67632,680.75029,-847.83800,-360.10709,733.20318,-845.82288,-282.90321,620.83391,-868.19356,-298.14481,936.47041,-438.96595,-464.22220,1049.98435,-532.42076,-294.20533,917.54646,-704.89680,-461.34413,1045.41545,-631.88950,-160.93383,1454.40023,-557.46053,-125.93166,1364.68340,-374.92195,-87.52946,1381.10219,-714.46092,-73.74717,1319.79723,-528.26614,-72.84056,1318.86455,-570.47161,-123.87186,1214.75786,-295.91652,-194.96257,991.63590,-306.13448,-153.20564,1025.23980,-230.65838,-25.71444,1080.21712,-325.02115,66.19319,1101.69030,-396.38153,82.25552,1061.56794,-396.13093,-67.70356,1231.15458,-799.09531,-143.13185,1007.79823,-817.39567,-74.19891,1042.43194,-863.55391,-6.81056,1097.69272,-724.14326,74.00460,1113.76712,-639.76732,98.58728,1076.29885,-652.63400,-405.46036,897.88640,-473.96052,-404.79279,873.32260,-685.93327,-399.57068,890.73343,-477.82894,-394.48504,882.66265,-653.54616,2.02000000,-26.75403689,-1.48845620,-1.69556181,-0.30933707,0.93146181,-0.57985937,58.27885561,-0.34026412,-6.65338085,42.55560734,0.74273546,13.24025270,-10.02584849,-7.49998743,59.55569783,-17.90618254,-8.94276933,42.43447752,0.74062135,8.40187011,8.74255861,-7.49998743,-14.27551026,5.52602781,0.59895015,34.50360113,-16.23367076,20.63903541,122.59135786,99.44496621,38.85519562,-11.15320035,32.97528227,118.22381358,108.60365146
2.03000000,0.00777520,0.01344688,0.03397154,204,2.03000000,-179.90533,529.79892,-392.97737,-147.55812,403.19679,-413.51190,-289.90662,96.39608,-437.42459,-355.11461,65.13295,-492.63111,-167.39440,37.96347,-381.14849,-122.16003,60.36733,-450.18625,-210.76869,536.79379,-867.06501,-162.77049,432.41081,-874.18514,-284.44537,95.78031,-873.40035,-339.68150,67.60754,-818.20474,-147.34037,34.67007,-921.23156,-108.50327,59.26858,-856.31494,-164.87704,293.63849,-442.63898,-210.09476,400.15423,-366.87983,-220.61368,284.40542,-379.85477,-250.25586,446.19422,-892.16109,-250.10383,325.36447,-916.45983,-214.11122,781.80065,-409.03760,-156.80449,683.75957,-419.21999,-171.39668,643.84389,-366.45274,-286.17865,729.93780,-337.63500,-224.44043,629.91005,-354.82505,-270.39900,790.33508,-821.54053,-192.26974,680.53911,-848.91954,-362.67644,729.91834,-847.05071,-283.29870,619.02255,-869.58887,-303.42236,930.01110,-438.77212,-467.90787,1044.90296,-533.03324,-298.82640,911.28814,-705.63699,-464.70088,1040.64946,-632.34731,-158.19166,1444.76456,-558.06521,-123.68638,1354.53719,-376.07610,-85.77337,1370.66206,-714.67696,-72.52027,1308.85497,-528.82062,-71.74402,1307.98096,-571.14672,-121.01667,1205.91155,-296.36796,-190.78549,982.58054,-305.58410,-149.13879,1016.39904,-230.66021,-21.82135,1071.99435,-324.97811,69.89118,1093.42046,-396.39917,86.15821,1053.54922,-395.66826,-65.32376,1221.48200,-799.41040,-139.00706,997.87563,-817.94695,-69.95467,1032.70673,-863.42055,-3.03132,1088.50293,-724.08710,77.56223,1105.27425,-639.68968,102.46716,1067.97243,-652.64043,-410.86226,892.34252,-474.57930,-409.78981,868.09331,-686.58614,-405.26624,884.62931,-478.29236,-399.57200,877.07831,-654.62948,2.03000000,-27.08197204,-1.37521015,-1.77457302,-0.31393481,0.92594146,-0.58007499,59.67382856,-0.50662318,-6.62377135,43.88445291,0.76592819,13.43822809,-10.12361315,-7.49998748,60.88569155,-18.06978384,-8.89486694,43.68041884,0.76236713,8.56849035,8.68060666,-7.49998748,-15.04091101,5.30763563,0.70794781,36.04322927,-16.23041248,20.49795600,122.52401639,99.43692709,40.43429182,-11.13996440,32.88902922,118.15787807,108.59457347
2.04000000,0.00779645,0.01346524,0.03379573,205,2.04000000,-178.93680,528.75625,-392.49706,-146.28401,402.34578,-413.09816,-289.92226,96.30443,-437.46578,-355.13681,64.96999,-492.83432,-167.35950,37.98485,-381.13597,-122.20686,60.46560,-450.20269,-209.90807,536.03977,-868.36861,-161.69985,431.73832,-875.20162,-284.53059,95.64862,-873.56361,-339.70556,67.58381,-818.21646,-147.35871,34.68382,-921.23270,-108.55971,59.26764,-856.31000,-164.08167,292.85297,-442.53970,-208.76160,399.41867,-366.52573,-219.80113,283.78243,-379.67729,-249.07249,445.67638,-893.49975,-249.12182,324.74627,-917.34965,-217.81913,780.30080,-408.29051,-158.41925,683.54892,-418.25302,-172.65730,643.20041,-365.60243,-289.40836,726.82184,-337.52999,-225.45161,628.23645,-354.09358,-273.73920,788.78489,-822.25132,-193.68299,680.60541,-849.81082,-364.83848,726.99649,-848.45640,-283.49659,617.56179,-871.29431,-308.51819,923.45284,-438.55021,-471.58114,1039.61568,-533.47661,-303.28364,905.14092,-705.47051,-468.22996,1035.72712,-632.63267,-155.54686,1435.01126,-558.58007,-121.41620,1344.38630,-377.04920,-84.08905,1360.08933,-714.98222,-71.44597,1297.78170,-529.35658,-70.79652,1296.97466,-571.79792,-118.24922,1196.97995,-296.56383,-186.39744,973.29051,-305.38532,-145.13215,1007.50155,-230.50496,-18.00747,1063.36315,-324.84220,73.62627,1085.00540,-396.46723,89.76644,1045.61967,-395.04073,-62.92821,1211.69441,-799.66216,-135.01535,987.87186,-818.39053,-65.79641,1022.87194,-863.34067,0.68095,1079.20988,-724.03756,81.19808,1096.64702,-639.71497,106.32079,1059.51843,-652.50525,-416.14075,886.69109,-474.89127,-414.52061,862.73631,-686.92779,-410.45105,878.65242,-478.40953,-404.49027,871.73534,-654.78942,2.04000000,-27.84061855,-1.14192194,-1.87732219,-0.31862768,0.91935954,-0.58005171,61.62281777,-0.72645363,-6.55218101,45.35286111,0.79155675,14.04999151,-10.06600486,-7.49998765,62.68198601,-18.21039470,-8.92642740,44.99075004,0.78523672,9.10314049,8.70488948,-7.49998765,-15.17041615,4.93722654,0.82363921,37.35368612,-16.28804391,20.50431735,122.44955120,99.46206447,41.95675688,-11.27463588,33.16991660,118.03327868,108.58635620
2.05000000,0.00777879,0.01344998,0.03393088,206,2.05000000,-178.00007,527.75017,-391.91062,-145.00134,401.39166,-412.84609,-289.92026,96.20412,-437.52291,-355.10455,64.79529,-493.18348,-167.39516,38.00265,-381.17691,-122.23482,60.55376,-450.21192,-208.90156,535.38433,-869.73439,-160.56417,431.14330,-876.29253,-284.56545,95.63147,-873.93173,-339.73725,67.56703,-818.26767,-147.37424,34.69313,-921.22605,-108.60148,59.27314,-856.29639,-163.20015,292.02340,-442.55913,-207.44484,398.53374,-366.32971,-218.54951,283.09678,-379.39523,-247.83896,445.25495,-894.95360,-248.13069,324.18980,-918.20892,-221.49362,778.58620,-407.83847,-160.01032,683.52139,-417.25632,-173.89423,642.48991,-364.95053,-292.53929,723.68485,-337.68023,-226.20890,626.32270,-353.56793,-276.74535,787.48035,-822.68824,-194.75835,680.79733,-850.39044,-366.65302,724.46590,-850.16723,-283.43701,616.51419,-873.45668,-313.43384,916.95837,-438.41087,-475.18641,1034.17319,-533.93028,-307.58333,898.85751,-704.20327,-471.63756,1030.70904,-632.98937,-153.05173,1425.18795,-559.10504,-119.18293,1334.24943,-377.82643,-82.42629,1349.41121,-715.44984,-70.55780,1286.61797,-530.00976,-70.00165,1285.85867,-572.34792,-115.59693,1187.98621,-296.64319,-182.00561,963.65135,-305.33920,-141.10762,998.46913,-230.21093,-14.24255,1054.47765,-324.60747,77.29979,1076.51650,-396.43299,93.37064,1037.38991,-394.83975,-60.54377,1201.77168,-799.92231,-130.46432,977.20055,-818.02542,-61.70878,1012.96199,-863.37066,4.32281,1069.89881,-724.01802,84.81931,1087.92323,-639.70819,110.12075,1050.91097,-652.30271,-421.33689,881.10965,-474.86540,-418.96061,857.12606,-686.89147,-415.23995,872.70098,-478.47223,-408.94823,866.55644,-654.12296,2.05000000,-28.12806868,-0.98441472,-2.04661706,-0.32297385,0.91363562,-0.57974339,62.99713417,-0.78023172,-6.43820124,46.70075008,0.81508185,14.29763958,-10.18697099,-7.49998771,63.97283660,-18.49267470,-8.90684756,46.31140855,0.80828656,9.27443066,8.71136975,-7.49998771,-15.93696209,4.60083926,0.98807681,38.83808178,-16.21656715,20.35987997,122.36829412,99.45873639,43.54489397,-11.26379260,33.07898593,117.92839211,108.56105220
2.06000000,0.00782578,0.01349055,0.03381697,207,2.06000000,-177.17960,526.68623,-391.38040,-143.77667,400.36299,-412.73579,-289.89439,96.05516,-437.61165,-355.02272,64.59557,-493.52287,-167.45530,38.03520,-381.28482,-122.26295,60.60740,-450.21567,-207.73768,534.89521,-871.30562,-159.29981,430.56261,-877.50134,-284.50179,95.64035,-874.29220,-339.78179,67.58965,-818.33551,-147.38877,34.70234,-921.22523,-108.62994,59.27923,-856.28253,-162.33670,291.16606,-442.66349,-206.20419,397.53047,-366.19139,-217.43069,282.32215,-379.27370,-246.52030,444.98533,-896.63009,-247.15648,323.65717,-919.04421,-225.05434,776.77544,-407.49284,-161.72743,683.27744,-416.45996,-175.16285,641.80696,-364.43107,-295.58340,720.55974,-337.90508,-227.03410,624.39360,-353.37896,-279.58154,786.20529,-822.53495,-195.59066,680.95582,-850.63585,-368.24322,722.19210,-851.96449,-283.09079,615.79630,-875.87780,-318.14798,910.54274,-438.41230,-478.70599,1028.69715,-534.46714,-311.67721,892.42295,-703.13048,-474.79256,1025.61432,-633.52869,-150.76582,1415.29774,-559.62452,-117.10283,1324.04181,-378.53459,-80.81559,1338.64498,-715.70717,-69.83050,1275.40309,-530.60522,-69.35791,1274.67286,-572.69392,-113.07059,1178.82254,-296.75865,-177.86259,953.87787,-305.07787,-137.05578,989.23947,-229.84892,-10.56659,1045.57997,-324.49920,80.91202,1067.99960,-396.34181,97.31353,1028.63599,-395.19676,-58.20869,1191.67706,-800.08306,-125.61166,966.19038,-817.34709,-57.68887,1002.98265,-863.26394,7.95138,1060.51667,-723.98018,88.36756,1079.07723,-639.64995,113.91891,1042.23432,-652.27206,-426.31790,875.54001,-474.94201,-423.20658,851.41017,-686.94265,-419.94649,866.62858,-478.82898,-413.03562,861.18361,-653.78204,2.06000000,-28.77821731,-0.77530646,-2.23284221,-0.32734635,0.90708595,-0.57946732,64.76917860,-0.82019250,-6.23502427,48.04575898,0.83855669,14.84393559,-10.21750051,-7.49998786,65.66188940,-18.79430784,-8.96016226,47.67245834,0.83204136,9.81401319,8.93576927,-7.49998786,-16.17438981,4.22843456,1.17295734,40.17224095,-16.25399058,20.43916171,122.21523579,99.44017708,45.09941994,-11.31774797,33.27144022,117.75936221,108.54121220
2.07000000,0.00785781,0.01351813,0.03407231,208,2.07000000,-176.58716,525.60649,-391.07556,-142.78960,399.34262,-412.72709,-289.85727,95.81641,-437.83503,-354.94957,64.32830,-493.84359,-167.47726,38.09742,-381.37051,-122.35102,60.62427,-450.28477,-206.48323,534.48870,-872.95091,-157.94212,429.95577,-878.66473,-284.35513,95.63814,-874.58467,-339.80727,67.60811,-818.39026,-147.40842,34.71379,-921.24924,-108.64243,59.27317,-856.28840,-161.63411,290.34804,-442.86510,-205.12993,396.61293,-365.95728,-216.92045,281.43611,-379.59978,-245.08388,444.72713,-898.38265,-246.09621,323.23707,-920.15953,-228.54865,775.03348,-407.10700,-163.64208,682.70845,-415.97292,-176.56511,641.13852,-364.04489,-298.55948,717.49928,-338.09642,-228.11659,622.61382,-353.27389,-282.37287,784.70256,-821.78612,-196.41840,681.15106,-850.64845,-369.66732,719.99699,-853.67567,-282.57432,615.27443,-878.24575,-322.65722,904.06365,-438.46989,-482.18430,1023.23852,-535.00965,-315.52228,886.16083,-703.22135,-477.89790,1020.38071,-634.07905,-148.68478,1405.37230,-559.98065,-115.18097,1313.81623,-379.14282,-79.32016,1327.84988,-715.64772,-69.23817,1264.22169,-531.00518,-68.86881,1263.49797,-572.90285,-110.62797,1169.42460,-296.93149,-173.86202,944.31216,-304.51635,-133.07412,980.00960,-229.40851,-6.98473,1036.69709,-324.55855,84.41135,1059.44374,-396.37941,101.26880,1019.81615,-395.51344,-55.94806,1181.50078,-799.96592,-121.30660,955.63713,-817.18427,-53.78927,992.97233,-862.98143,11.53544,1051.01074,-723.84166,91.87680,1070.14132,-639.58148,117.66834,1033.46968,-652.13952,-430.96258,869.77984,-475.44147,-427.30194,845.83599,-687.45450,-424.66028,860.55301,-479.38961,-417.08932,855.50664,-654.35181,2.07000000,-29.04706712,-0.60893584,-2.34468035,-0.33143853,0.90133116,-0.57959894,66.06444538,-0.92412956,-6.12502245,49.29893719,0.86042877,15.08356881,-10.34870809,-7.49998792,66.94647010,-18.99475455,-8.87388915,48.99237533,0.85507826,9.98092393,8.95559079,-7.49998792,-16.91281816,3.96534973,1.27391195,41.68007177,-16.25146460,20.39105920,122.08152204,99.41640778,46.59656282,-11.26490903,33.14753465,117.61267341,108.51145307
