time,total_squared_error,marker_error_RMS,marker_error_max,Frame#,Time,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29,X30,Y30,Z30,X31,Y31,Z31,X32,Y32,Z32,X33,Y33,Z33,X34,Y34,Z34,X35,Y35,Z35,X36,Y36,Z36,X37,Y37,Z37,X38,Y38,Z38,X39,Y39,Z39,X40,Y40,Z40,X41,Y41,Z41,X42,Y42,Z42,X43,Y43,Z43,X44,Y44,Z44,X45,Y45,Z45,X46,Y46,Z46,X47,Y47,Z47,X48,Y48,Z48,X49,Y49,Z49,X50,Y50,Z50,X51,Y51,Z51,time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_angle_r_beta,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_angle_l_beta,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l
9.26000000,0.00819809,0.01380772,0.03258645,927,9.26000000,-132.38386,506.54823,-390.87352,-101.49840,379.63597,-409.64014,-287.10016,96.90329,-441.80975,-353.05532,65.12206,-496.64968,-168.90452,37.92974,-378.88591,-122.02502,59.33680,-447.51648,-153.25142,511.37562,-891.09020,-103.08413,404.37662,-889.76581,-278.22333,95.26641,-873.78066,-340.10161,69.03202,-818.03386,-147.58031,35.19995,-921.39720,-107.34399,58.36118,-856.59152,-135.02469,273.00322,-441.32782,-165.88628,385.19552,-366.41017,-191.82029,270.99512,-379.57753,-186.61928,427.65262,-916.63643,-201.01980,307.14364,-931.08740,-255.88784,729.79362,-429.60298,-163.88960,665.28324,-427.97643,-163.57710,626.70662,-372.60885,-304.29443,661.07332,-351.86070,-206.26816,593.65769,-357.66309,-306.36124,723.62864,-832.29283,-189.60948,657.14319,-862.65530,-365.85984,639.55173,-877.98436,-248.38143,569.42311,-900.88757,-356.13072,801.07925,-466.98801,-507.59926,898.05722,-564.57546,-355.02173,760.28049,-728.30352,-505.61288,890.98319,-662.95707,-176.64957,1256.77083,-629.26458,-125.62208,1184.69268,-449.37208,-102.24984,1175.84658,-777.76743,-87.35067,1123.79732,-593.07422,-88.85043,1119.41120,-635.43923,-81.96202,1063.99800,-361.28566,-69.66360,828.19780,-363.95791,-39.23543,878.11376,-289.35009,74.63207,957.44887,-384.58809,163.92783,996.62815,-453.70321,189.40612,962.87212,-450.56154,-45.45728,1044.86183,-852.16284,-39.40075,812.28821,-844.24316,13.80458,860.75956,-894.93376,72.01022,942.50703,-761.85070,148.92109,987.20987,-688.33845,183.26148,959.22074,-702.84780,-458.07275,756.79725,-495.93966,-460.13189,716.31869,-705.44685,-453.96869,743.78214,-502.13620,-450.45539,731.26558,-676.20997,9.26000000,-29.65003992,-5.22896277,-2.86332430,-0.36613715,0.78199316,-0.60536081,83.33192300,-2.89987196,-9.58833623,74.60141501,1.30204032,23.44875698,-10.42926689,-7.49999987,89.75380919,-19.94720303,3.65930913,76.73084355,1.33920586,18.52910421,5.75857734,-7.49999987,-20.17368245,3.60396707,1.75478375,63.99053890,-11.82093704,17.22670382,114.99822106,96.34999461,68.49537274,-10.03615032,32.08205302,112.54719625,109.14842558
9.27000000,0.00798121,0.01362386,0.03237440,928,9.27000000,-134.17121,507.67894,-391.36232,-103.39599,380.84322,-409.83297,-287.32489,96.91608,-441.59843,-353.16770,65.07712,-496.59924,-168.91243,37.92537,-378.88118,-122.12468,59.18067,-447.59088,-155.22650,512.47914,-890.10765,-105.13977,405.39860,-888.95030,-278.46843,95.22056,-873.82668,-340.16170,68.77157,-817.97951,-147.59528,35.05402,-921.36569,-107.39945,58.27091,-856.67624,-136.23325,273.87066,-441.44978,-167.80174,385.99503,-366.64920,-193.11635,271.71270,-379.67100,-188.74451,428.31746,-915.64334,-202.55125,307.70161,-930.31030,-252.85310,733.76862,-428.74956,-162.43705,667.05719,-427.39924,-163.15592,628.06015,-372.40424,-303.19225,665.50025,-351.81567,-206.74368,595.81304,-358.04757,-304.09518,728.44154,-833.27602,-188.76602,659.07165,-862.69853,-365.37243,644.84162,-877.15318,-249.42150,572.25033,-899.98528,-351.01488,807.72772,-465.72222,-505.58854,907.58521,-563.99372,-351.72813,767.67548,-727.23675,-503.85589,900.54686,-662.17649,-176.33820,1268.15645,-629.16765,-125.07036,1196.13020,-448.99756,-102.15140,1187.03553,-777.79674,-86.62987,1135.34419,-593.23217,-88.17128,1130.86579,-635.44016,-82.06381,1074.72206,-361.08094,-71.06230,838.56335,-364.13408,-40.41836,888.35513,-289.27717,74.03953,967.19013,-384.61646,163.54003,1005.92080,-453.60471,188.85338,972.13939,-450.46209,-46.14190,1055.31407,-852.07590,-41.95917,822.82610,-846.39520,11.76184,870.69150,-894.65640,70.81223,952.25315,-761.82187,147.89925,996.52664,-688.11869,182.10030,968.31158,-702.87358,-455.00288,765.13935,-494.96687,-457.84486,724.75184,-704.48397,-450.39877,751.64090,-500.77970,-447.32596,739.15801,-674.91628,9.27000000,-29.81784138,-5.28187020,-2.74911876,-0.36328907,0.79000492,-0.60475373,82.28352707,-2.75614339,-9.71469969,73.03919517,1.27477444,23.27838179,-10.27486854,-7.49999987,88.65922053,-19.89562002,3.32216836,75.19540551,1.31240741,18.35036269,5.88516937,-7.49999987,-19.37495386,3.65997643,1.67517702,62.96833129,-11.87281778,17.26504267,115.03510201,96.37990309,67.48537213,-10.16144489,32.32653663,112.61253490,109.16775696
9.28000000,0.00779603,0.01346488,0.03207528,929,9.28000000,-136.24977,508.92561,-391.91061,-105.40936,382.09071,-409.96048,-287.54364,96.88318,-441.51011,-353.27729,65.01269,-496.55326,-168.92392,37.91920,-378.87701,-122.24665,59.02494,-447.66415,-157.23769,513.58115,-889.13459,-107.26819,406.47905,-888.09488,-278.69577,95.22795,-873.94829,-340.18373,68.72214,-818.28372,-147.60914,34.98186,-921.48395,-107.44992,58.19486,-856.77203,-137.52398,274.80003,-441.49462,-169.81568,386.82346,-366.86583,-194.32747,272.33849,-379.79488,-191.04384,428.99290,-914.64083,-204.15892,308.29758,-929.70022,-250.25614,737.78869,-428.00274,-161.23155,668.92799,-426.76108,-163.14362,629.32209,-372.29986,-302.15305,670.02416,-351.74761,-207.31450,598.12517,-358.22466,-301.82421,733.08981,-834.25674,-188.06350,661.02575,-862.80911,-364.90167,650.15060,-876.42923,-250.51202,575.07205,-899.11425,-346.34695,814.11381,-464.73392,-503.58095,917.00199,-563.21435,-348.68365,775.55572,-726.26721,-502.06689,910.11804,-661.46681,-176.13041,1279.66789,-629.10704,-124.54712,1207.67234,-448.30505,-102.10426,1198.32747,-778.00153,-86.01927,1147.07158,-593.36141,-87.67653,1142.46468,-635.53942,-82.28904,1085.44973,-360.92316,-72.65601,848.99448,-364.40695,-41.67733,898.48677,-289.77115,73.21672,976.97891,-384.54562,162.96924,1015.31329,-453.52660,188.13410,981.54112,-450.27481,-46.97505,1065.90761,-852.08969,-43.64173,833.06662,-846.64584,9.50734,880.68699,-894.32615,69.43457,961.99498,-761.47801,146.74119,1005.91873,-687.95053,180.76568,977.35546,-702.71732,-452.18634,773.23698,-494.27993,-455.66643,733.47550,-703.90428,-447.11233,759.58459,-499.77905,-444.42944,747.38999,-673.81899,9.28000000,-29.99340041,-5.23281082,-2.62846476,-0.36059165,0.79804632,-0.60420384,81.26426998,-2.64571585,-9.74095393,71.43151378,1.24671511,23.00608813,-10.14920951,-7.49999987,87.51331288,-19.79131092,2.89640848,73.58048323,1.28422170,18.03896160,6.01127643,-7.49999987,-18.58810609,3.60279287,1.53455556,61.93720061,-11.79460425,17.14518431,115.11991639,96.41346700,66.50910640,-10.18407724,32.42623876,112.69487953,109.17689841
9.29000000,0.00761316,0.01330602,0.03158871,930,9.29000000,-138.50100,510.30260,-392.50323,-107.51625,383.30531,-410.23342,-287.74388,96.81335,-441.45074,-353.35001,64.96385,-496.48503,-168.93685,37.87926,-378.85320,-122.34281,58.90984,-447.69013,-159.36401,514.78705,-888.26585,-109.52821,407.65759,-887.40881,-278.90134,95.23890,-874.06065,-340.18954,68.77963,-818.70144,-147.62522,34.89156,-921.58402,-107.48685,58.14666,-856.88150,-138.85550,275.77345,-441.52655,-172.00392,387.79407,-367.16162,-195.54241,273.03205,-379.86697,-193.52865,429.68247,-913.72736,-205.93550,309.01634,-929.26230,-247.99975,741.60183,-427.62203,-160.25242,670.64165,-426.44699,-163.34212,630.67479,-372.14580,-301.14766,674.45384,-351.88548,-207.95670,600.53364,-358.32716,-299.54037,737.56914,-834.78370,-187.44358,662.87539,-862.77291,-364.45678,655.46716,-875.71043,-251.67153,577.92109,-898.08687,-342.68654,820.50176,-464.35418,-501.52977,926.30015,-562.37737,-346.68360,783.96814,-725.69423,-500.25621,919.66870,-660.70507,-176.07397,1291.20991,-628.99427,-124.19944,1219.11051,-447.79208,-102.10840,1209.69326,-778.33979,-85.50668,1158.93406,-593.43446,-87.29009,1154.26427,-635.67240,-82.67410,1096.20400,-360.91399,-74.32052,859.64799,-365.16998,-43.20827,908.85413,-290.37198,72.16705,986.74654,-384.54410,162.18818,1024.70687,-453.43427,187.21514,990.84106,-450.03297,-47.86233,1076.60458,-852.09716,-45.32389,843.04898,-843.15288,7.20177,890.76333,-893.97621,67.79826,971.93250,-761.42007,145.44288,1015.36900,-687.99674,179.24176,986.47618,-702.65551,-449.94403,781.24381,-493.97555,-454.22658,742.56505,-703.78852,-444.63988,767.80915,-499.38249,-442.38880,756.08928,-673.15570,9.29000000,-30.14084810,-4.85365821,-2.40427677,-0.35816630,0.80615058,-0.60400938,80.36219747,-2.78469421,-9.48388326,69.92069827,1.22034640,22.12657977,-10.55555206,-7.49999987,86.17113501,-19.47230267,2.05566898,71.84424290,1.25391859,17.20201889,5.60433420,-7.49999987,-17.82015874,3.17629273,1.19358842,60.76071119,-11.53946491,16.64649054,115.23055518,96.62365627,65.48838925,-9.91071570,32.23517652,112.71717892,109.19062446
9.30000000,0.00753933,0.01324135,0.03152148,931,9.30000000,-140.72781,511.75215,-393.08316,-109.72852,384.60011,-410.55870,-287.94912,96.75907,-441.35834,-353.38047,64.97931,-496.41978,-168.94825,37.81645,-378.80441,-122.38378,58.84107,-447.65042,-161.71285,516.16822,-887.54692,-111.98203,408.97548,-886.90354,-279.11419,95.21141,-874.03514,-340.20488,68.79682,-818.92157,-147.64137,34.76553,-921.56807,-107.52347,58.14209,-857.00653,-140.18681,276.85238,-441.49186,-174.39320,388.88540,-367.44978,-196.95596,273.85668,-379.87830,-196.18574,430.36734,-912.76502,-207.86219,309.79136,-928.79730,-245.52332,745.14733,-427.43705,-159.37098,672.04647,-426.64212,-163.43534,632.21195,-371.96658,-300.19989,678.98844,-352.01855,-208.63757,603.07415,-358.51935,-297.27791,742.04975,-835.08417,-186.90410,664.69874,-862.72104,-364.05511,660.75970,-874.96268,-252.93107,580.78868,-896.99145,-339.72591,827.58779,-464.17424,-499.34761,935.57831,-561.70234,-345.07038,792.66270,-725.62859,-498.34862,929.17429,-659.92503,-176.12989,1302.77573,-628.86240,-124.11401,1230.38799,-447.66755,-102.23456,1221.13214,-778.65027,-85.08469,1170.83110,-593.35882,-86.88352,1166.26486,-635.72842,-83.18907,1106.93433,-360.99654,-76.14666,870.41443,-366.14856,-45.03145,919.45499,-290.67755,70.95253,996.47745,-384.67422,161.20791,1034.04122,-453.33064,186.06088,999.80183,-449.90135,-48.81575,1087.34692,-852.05634,-48.43859,853.50185,-840.48554,4.76127,900.95617,-893.59985,66.00460,982.01839,-761.60192,144.02273,1024.87144,-688.08991,177.53196,995.74067,-702.74620,-447.89279,789.53435,-493.84210,-452.98318,751.83008,-703.81482,-442.55509,776.31983,-499.14660,-440.79027,764.99294,-672.89600,9.30000000,-30.24906627,-4.85119335,-2.19870978,-0.35563146,0.81430934,-0.60399976,79.25824631,-2.81178970,-9.62026299,68.27232657,1.19157689,21.91653723,-10.37744969,-7.49999987,85.00406137,-19.25431003,1.64806421,70.23117901,1.22576531,16.98269623,5.73161510,-7.49999987,-17.04421694,3.21876972,1.00306561,59.70070227,-11.57785727,16.71891721,115.19200143,96.64659267,64.34708815,-9.75874172,32.32167539,112.72404390,109.19973131
9.31000000,0.00752371,0.01322763,0.03119713,932,9.31000000,-142.93259,513.27214,-393.60786,-112.06006,386.10729,-410.67607,-288.19248,96.78007,-441.25986,-353.40302,65.04329,-496.36732,-168.96167,37.78086,-378.76286,-122.37440,58.83739,-447.59490,-164.24521,517.66587,-886.86005,-114.59394,410.35832,-886.29193,-279.34704,95.18007,-873.87737,-340.22542,68.78165,-818.92267,-147.65662,34.75511,-921.57769,-107.56301,58.19068,-857.08798,-141.61423,278.01368,-441.39113,-176.88492,389.99024,-367.66649,-198.62738,274.80694,-379.86103,-198.98033,431.14193,-911.73370,-209.88777,310.57250,-928.28594,-242.67872,748.67962,-427.15057,-158.47876,673.41443,-426.92370,-163.40548,633.82554,-371.91336,-299.23194,683.68890,-351.98159,-209.36316,605.72443,-358.79660,-294.95582,746.67164,-835.81870,-186.49346,666.68942,-862.99149,-363.69167,666.17154,-874.30913,-254.33921,583.77982,-896.16435,-336.77433,835.42546,-463.92499,-497.03934,944.89403,-561.11604,-343.11386,801.43553,-725.63201,-496.30757,938.59409,-659.26787,-176.14112,1314.31758,-628.85267,-124.16953,1241.64766,-447.54626,-102.49616,1232.74268,-778.97750,-84.67626,1182.86186,-593.27951,-86.50209,1178.37203,-635.67009,-83.81056,1117.60494,-361.08041,-78.34734,881.01489,-366.73554,-46.98602,929.98250,-290.89979,69.62476,1006.18666,-384.82155,160.08295,1043.39489,-453.31853,184.72246,1008.71594,-450.01534,-49.91277,1098.14235,-852.03675,-52.33360,864.67215,-841.04669,2.09047,911.30828,-893.29916,64.13927,992.06375,-761.54135,142.46650,1034.42098,-688.09643,175.68955,1005.01984,-702.66173,-445.57908,798.17024,-493.62255,-451.32958,761.05080,-703.68037,-440.21437,785.06737,-498.77356,-438.92036,773.90880,-672.63951,9.31000000,-30.20046781,-4.63117111,-1.98955004,-0.35317985,0.82312962,-0.60403729,78.02756838,-2.85866524,-9.45737154,66.55017240,1.16151963,20.97495514,-10.65196789,-7.49999987,83.47305306,-18.93615994,0.98349416,68.36306174,1.19316051,16.01608361,5.30768186,-7.49999987,-16.56404017,2.99787140,0.80800598,58.68057037,-11.42750611,16.31948936,115.30198111,96.86192230,63.33454638,-9.58271318,32.05576332,112.77245233,109.20276920
9.32000000,0.00754330,0.01324484,0.03093171,933,9.32000000,-145.24409,514.87517,-394.11209,-114.52757,387.73721,-410.61707,-288.43904,96.84126,-441.14560,-353.43422,65.11832,-496.26428,-168.97586,37.77138,-378.74654,-122.38379,58.86950,-447.54195,-166.85660,519.18586,-886.16911,-117.29376,411.74991,-885.52227,-279.58927,95.21480,-873.72620,-340.24025,68.81984,-818.87050,-147.66602,34.90459,-921.68113,-107.58272,58.28021,-857.08133,-143.22100,279.20872,-441.29262,-179.38400,391.09267,-367.93351,-200.48938,275.94965,-379.78624,-201.86891,432.10040,-910.86055,-212.00975,311.48792,-927.98213,-239.82199,752.32299,-426.76851,-157.59021,674.99576,-426.95061,-163.44414,635.39793,-371.99551,-298.20798,688.37544,-351.97257,-210.19283,608.29105,-359.18562,-292.54242,751.27147,-836.84444,-186.18648,668.71382,-863.46279,-363.33460,671.73438,-873.67425,-255.92006,586.95461,-895.62168,-333.57576,843.37523,-463.69452,-494.69561,954.15912,-560.49023,-341.13103,810.01147,-724.84698,-494.24559,947.85903,-658.72814,-176.16576,1325.82662,-628.93475,-124.29313,1252.99395,-447.19735,-102.86711,1244.54886,-779.39714,-84.29331,1195.11732,-593.35554,-86.18845,1190.55238,-635.62607,-84.61709,1128.25813,-361.14297,-80.89221,891.44311,-366.82003,-48.98565,940.27449,-291.33917,68.17678,1015.90592,-384.90902,158.86472,1052.76796,-453.42137,183.30248,1017.97173,-450.29911,-51.14846,1109.01865,-852.00752,-55.62068,875.78256,-841.54667,-0.66365,921.69674,-892.91155,62.13068,1002.08872,-761.30926,140.79616,1044.01917,-687.98647,173.78373,1014.27855,-702.45254,-443.14187,806.93621,-493.05656,-449.54895,769.97718,-703.13098,-437.56033,793.95050,-498.22116,-436.76371,782.82491,-671.69144,9.32000000,-30.17144765,-4.63194730,-1.86934274,-0.35045145,0.83170249,-0.60379541,76.74178400,-2.75415790,-9.54027193,64.78770118,1.13075870,20.47723155,-10.53811557,-7.49999987,82.12323929,-18.83762340,0.52681250,66.65938970,1.16342583,15.51260869,5.39011547,-7.49999987,-15.98169643,3.00678328,0.76334462,57.59886517,-11.41352606,16.22931057,115.39060176,96.94767843,62.27606935,-9.51210331,32.09978887,112.81075804,109.20029485
9.33000000,0.00751335,0.01321852,0.03042291,934,9.33000000,-147.73595,516.46492,-394.70804,-117.11570,389.28484,-410.68437,-288.64609,96.85971,-441.01227,-353.47734,65.17604,-496.07938,-168.97252,37.75642,-378.71216,-122.45655,58.89963,-447.47000,-169.55010,520.70126,-885.52052,-120.07969,413.19376,-884.86851,-279.84130,95.32892,-873.64000,-340.25530,68.92312,-818.83377,-147.65833,35.04633,-921.72136,-107.57657,58.39529,-857.01220,-144.90541,280.46768,-441.22034,-181.94815,392.17746,-368.40796,-202.36946,277.03167,-379.86704,-204.87787,433.09749,-910.12091,-214.20384,312.55416,-927.82759,-237.15331,755.94638,-426.38984,-156.76473,676.69686,-426.85856,-163.61276,636.91163,-372.14030,-297.18227,692.91394,-352.21285,-211.09269,610.76414,-359.68715,-290.21043,755.69338,-837.63455,-185.94642,670.47041,-863.66224,-362.99735,677.27216,-872.90965,-257.65856,590.12111,-894.89488,-330.10332,851.13092,-463.36678,-492.34472,963.25879,-559.81791,-338.84391,819.12919,-724.49947,-492.21483,956.99253,-658.11668,-176.45553,1337.43136,-628.89750,-124.64195,1264.31432,-446.81364,-103.32686,1256.42200,-779.83630,-84.12030,1207.42113,-593.32043,-85.90205,1202.87192,-635.65442,-85.64565,1138.89631,-361.14549,-83.48677,901.96611,-366.77812,-51.07555,950.39110,-291.84855,66.53257,1025.70541,-385.00306,157.52676,1062.09087,-453.52656,181.78573,1027.41398,-450.53438,-52.45781,1119.94376,-851.94466,-58.60281,886.59876,-840.66045,-3.43892,932.02506,-892.47411,59.95043,1012.20079,-761.26446,139.07308,1053.66400,-687.84837,171.82954,1023.62394,-702.52494,-440.38622,815.39021,-492.75497,-447.35121,779.09317,-702.92820,-434.63599,802.81188,-497.64976,-434.40654,791.75979,-671.02503,9.33000000,-30.06786019,-4.50786122,-1.69678066,-0.34765245,0.84038893,-0.60369382,75.40567814,-2.74126301,-9.51127206,63.02717619,1.10003174,19.75559585,-10.74005935,-7.49999987,80.61388233,-18.62734060,-0.05994363,64.88130178,1.13239234,14.90040405,5.24873178,-7.49999987,-15.47494237,2.87097218,0.64272780,56.50820833,-11.40243429,16.10695932,115.49911328,97.14415158,61.25920487,-9.36303890,32.11429649,112.78914032,109.21611280
9.34000000,0.00732499,0.01305177,0.02982748,935,9.34000000,-150.37310,517.99159,-395.38832,-119.69207,390.67166,-411.03440,-288.83491,96.85719,-440.90341,-353.55094,65.20061,-495.88443,-168.94410,37.74491,-378.62272,-122.52249,58.96890,-447.36469,-172.41166,522.22135,-884.77896,-122.98720,414.70273,-884.34417,-280.10960,95.48411,-873.57990,-340.27060,69.04811,-818.78544,-147.63667,35.08671,-921.61581,-107.56589,58.52697,-856.92224,-146.54428,281.77179,-441.15288,-184.65976,393.19317,-369.03088,-204.26077,277.93633,-380.08773,-208.03351,434.03276,-909.31576,-216.43479,313.56728,-927.44596,-234.59036,759.45215,-426.03906,-156.01460,678.29305,-426.93556,-163.85663,638.40344,-372.33032,-296.15456,697.35862,-352.57164,-211.95444,613.33171,-360.21307,-288.05488,760.04989,-838.45864,-185.83993,671.99677,-863.55763,-362.74825,682.70634,-872.15920,-259.50807,593.11199,-893.79237,-326.62424,859.01485,-463.11043,-489.91121,972.18295,-559.12555,-335.02687,830.11793,-726.95245,-490.09647,966.08574,-657.39021,-177.05895,1349.15502,-628.65289,-125.19917,1275.50532,-446.46457,-103.86691,1268.26249,-780.14574,-84.01674,1219.72909,-593.10966,-85.70134,1215.29203,-635.63720,-86.79926,1149.46445,-361.08115,-86.04754,912.59521,-366.83144,-53.30601,960.46018,-292.22025,64.65655,1035.57595,-385.19681,155.97415,1071.38572,-453.57910,180.05240,1036.69346,-450.70068,-53.83227,1130.87716,-851.99700,-62.11208,897.82864,-840.46209,-6.46719,942.47434,-892.78830,57.72540,1022.32606,-761.33682,137.30939,1063.29960,-687.82007,169.77550,1033.01835,-702.79994,-436.79174,823.13425,-493.95469,-443.69810,789.36114,-704.52615,-431.28346,811.80500,-497.68803,-431.61633,800.95544,-672.63040,9.34000000,-29.90519591,-4.30799419,-1.39117489,-0.34456610,0.84940969,-0.60436643,73.94372934,-2.96156537,-9.49138012,61.20955911,1.06830834,19.45506301,-10.46744768,-7.49999987,78.92666205,-18.14862847,-0.63079200,62.97955223,1.09920055,14.58614719,5.41901194,-7.49999987,-15.00295153,2.77691980,0.39603375,55.42586478,-11.45351681,16.15113352,115.55224631,97.17385002,60.14079965,-9.30082691,32.11749463,112.79506752,109.22076100
9.35000000,0.00697767,0.01273858,0.02893526,936,9.35000000,-153.05387,519.57063,-396.01307,-122.13964,391.96097,-411.53281,-289.04547,96.88202,-440.83882,-353.62450,65.23232,-495.74191,-168.91394,37.74024,-378.51518,-122.51592,59.09440,-447.21607,-175.43145,523.76294,-883.92684,-126.02606,416.22341,-883.69422,-280.38157,95.66109,-873.57251,-340.27452,69.17101,-818.72209,-147.62074,35.12850,-921.51494,-107.55673,58.65213,-856.83931,-148.16896,283.04075,-441.06715,-187.47897,394.20217,-369.59487,-206.28367,279.02260,-380.03965,-211.24769,435.02176,-908.49703,-218.70305,314.38485,-926.75750,-232.02133,762.81962,-425.85388,-155.33977,679.71425,-427.23884,-164.13572,639.90626,-372.62044,-295.04827,701.81520,-352.83516,-212.77692,615.97586,-360.74909,-285.99212,764.32548,-839.35322,-185.91163,673.49420,-863.50293,-362.58388,688.09024,-871.53635,-261.39667,595.99570,-892.62263,-323.82590,867.21081,-463.73096,-487.35676,980.98438,-558.45051,-330.08398,842.00655,-730.54860,-487.81314,975.13283,-656.81483,-177.79366,1360.81697,-628.26230,-125.67470,1286.64183,-445.93684,-104.50972,1280.09516,-780.32703,-83.58081,1232.21315,-593.15300,-85.65753,1227.64736,-635.53252,-88.05542,1159.92180,-361.02140,-88.74805,923.09571,-366.99124,-55.67078,970.55513,-292.57188,62.62711,1045.36228,-385.40155,154.19081,1080.70345,-453.65342,178.07215,1045.83438,-450.86200,-55.30804,1141.81619,-852.21137,-65.91085,909.45256,-841.16231,-9.75933,953.01119,-893.59342,55.51053,1032.32499,-761.26432,135.44708,1072.84813,-687.92306,167.59806,1042.32873,-702.87310,-432.99908,830.54911,-496.17295,-439.16912,800.26361,-707.30008,-427.69906,821.21920,-498.74511,-428.51542,810.71300,-675.37518,9.35000000,-29.12983036,-3.46272684,-0.97620797,-0.34096193,0.85974160,-0.60575395,72.01418735,-3.70923549,-9.04869455,59.64555192,1.04101127,18.92923827,-10.09883503,-7.49999987,76.15847284,-17.28127582,-1.96215557,60.81421417,1.06140827,13.74526669,4.83744121,-7.49999987,-15.33131121,1.96875206,-0.04045999,54.40001022,-11.40865760,15.87632392,115.76481356,97.34804118,59.23921850,-9.30042936,32.18908852,112.83157611,109.25110550
9.36000000,0.00690580,0.01267281,0.02845764,937,9.36000000,-155.70490,521.21972,-396.62011,-124.56872,393.27301,-411.97798,-289.27798,96.88812,-440.80395,-353.63633,65.31000,-495.62460,-168.90678,37.70735,-378.44549,-122.47689,59.19131,-447.03521,-178.54574,525.32966,-883.22104,-129.18527,417.73065,-882.97209,-280.63762,95.84625,-873.65965,-340.27740,69.28360,-818.66733,-147.61787,35.22939,-921.55052,-107.54133,58.74072,-856.79304,-149.84696,284.30279,-440.98548,-190.32719,395.31593,-370.07344,-208.25083,280.21335,-379.93605,-214.47778,435.98004,-907.70568,-221.02084,315.09107,-926.04678,-229.42963,765.99567,-425.98034,-154.74799,681.04881,-427.61793,-164.41927,641.41917,-373.09617,-293.86012,706.27665,-353.10436,-213.65203,618.53521,-361.36507,-283.98447,768.26866,-839.36509,-186.09783,674.97704,-863.65922,-362.41147,693.36536,-870.78421,-263.33232,598.86432,-891.53820,-321.63445,875.40738,-465.17513,-484.75446,989.63935,-557.81904,-326.00072,852.35930,-731.49883,-485.42177,984.03562,-656.48081,-178.54760,1372.28943,-627.83207,-126.09057,1297.77440,-445.28039,-105.28025,1291.90520,-780.59868,-83.05599,1244.67551,-593.39782,-85.72537,1239.84693,-635.38758,-89.50392,1170.26258,-360.98595,-91.56004,933.46693,-367.40547,-58.16243,980.60137,-293.02968,60.51613,1054.96212,-385.45912,152.28129,1090.03031,-453.78210,175.96561,1055.06960,-450.83667,-56.89993,1152.72248,-852.39340,-69.42314,920.54131,-841.09303,-12.94358,963.15398,-893.04208,53.20208,1042.21818,-761.16098,133.43591,1082.29346,-688.07968,165.34742,1051.56012,-702.81976,-430.01871,838.37866,-497.44420,-435.55974,810.18233,-708.89990,-424.33064,830.64358,-500.08848,-425.51660,820.63332,-676.24864,9.36000000,-28.73142078,-3.11698116,-0.77236585,-0.33767546,0.86895150,-0.60638249,70.36584347,-3.93573558,-8.91299366,57.87039155,1.01002887,18.40814411,-9.79937456,-7.49999987,74.14414263,-16.84107991,-2.73808193,58.84035813,1.02695798,13.17838820,4.86208568,-7.49999987,-15.16327569,1.67349817,-0.23084314,53.32152457,-11.37169604,15.76562494,115.90777950,97.43239942,58.13539273,-9.15799432,32.08556211,112.88357326,109.24410964
