Frame#,Time,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29,X30,Y30,Z30,X31,Y31,Z31,X32,Y32,Z32,X33,Y33,Z33,X34,Y34,Z34,X35,Y35,Z35,X36,Y36,Z36,X37,Y37,Z37,X38,Y38,Z38,X39,Y39,Z39,X40,Y40,Z40,X41,Y41,Z41,X42,Y42,Z42,X43,Y43,Z43,X44,Y44,Z44,X45,Y45,Z45,X46,Y46,Z46,X47,Y47,Z47,X48,Y48,Z48,X49,Y49,Z49,X50,Y50,Z50,X51,Y51,Z51,time,total_squared_error,marker_error_RMS,marker_error_max,time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_angle_r_beta,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_angle_l_beta,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l
11,0.10000000,-257.39528,455.97871,-422.77593,-228.35680,392.00097,-395.16277,-267.90544,95.50207,-431.04544,-336.10593,58.64207,-466.92777,-164.26438,45.71361,-407.52651,-123.69782,66.58009,-463.26350,-261.52493,453.67042,-804.87319,-214.54210,394.05807,-810.42268,-264.71207,95.67370,-788.30564,-337.71038,59.52012,-738.86713,-173.78239,43.28891,-809.16106,-125.86399,66.87085,-754.16609,-234.07134,280.77073,-391.88312,-301.90951,394.19347,-409.89275,-315.32987,278.74735,-409.04789,-302.16764,403.64538,-827.75426,-302.12705,281.24004,-827.56513,-546.22062,564.19205,-482.54098,-436.87580,560.33091,-456.57690,-425.91701,521.47282,-403.81542,-566.83039,482.91976,-407.23619,-450.61594,469.71793,-396.27355,-535.65141,552.35668,-787.57235,-396.58249,545.92597,-792.24747,-545.10123,441.31394,-820.70057,-402.76608,442.09493,-823.00203,-605.49986,591.51581,-490.03801,-782.81157,522.85300,-563.64882,-617.95584,599.40285,-748.65191,-785.93048,519.12894,-671.44782,-731.80596,1014.81646,-597.14972,-665.55078,962.89125,-448.54015,-669.76068,967.91713,-767.21770,-610.63045,932.81219,-585.75694,-612.67587,932.63304,-629.77404,-673.86819,727.52729,-366.58586,-699.75454,626.30054,-449.63903,-696.38552,645.71843,-351.85321,-586.91108,677.84825,-359.69710,-479.38678,707.37900,-382.85568,-469.24963,662.83959,-385.93246,-655.38740,834.85789,-821.69361,-707.25731,619.46634,-773.53916,-720.94784,631.88752,-844.80713,-614.30577,664.81123,-865.62693,-499.79685,694.56122,-856.28948,-487.86124,658.71963,-858.15123,-631.84280,494.30605,-522.75440,-636.98973,504.32431,-722.72958,-629.22293,496.40894,-522.54133,-634.16434,490.50826,-693.33026,0.10000000,0.01270303,0.01718777,0.03346657,0.10000000,32.25412387,4.02116730,3.05809407,-0.61922122,0.58774245,-0.61773558,53.30189942,-11.20762714,5.65244176,89.67481975,1.56512086,8.89006293,1.02330747,-6.38271939,52.35004594,-0.52750691,-1.20250629,87.15419097,1.52112759,2.00735490,-6.05305893,-6.38271939,-45.32282700,-1.29704804,-3.34974679,2.57782212,-2.62430186,-13.18671001,113.71596874,89.60986121,1.76574601,-0.95683798,-15.99204268,112.64257432,89.10731054
12,0.11000000,-257.42620,456.12609,-423.11785,-228.40022,391.94124,-395.38642,-267.91073,95.54153,-431.04705,-336.12024,58.63099,-466.89099,-164.31211,45.74455,-407.57582,-123.71657,66.63114,-463.27868,-261.58374,453.74498,-804.75234,-214.48658,394.11417,-810.26100,-264.70198,95.74771,-788.36185,-337.67296,59.66526,-739.00332,-173.78765,43.29259,-809.14909,-125.85880,66.89826,-754.18160,-234.01480,280.79834,-391.98329,-301.90301,394.20459,-409.88658,-315.41034,278.78349,-409.17081,-302.15922,403.70901,-827.55982,-302.08849,281.39582,-827.45049,-546.14276,564.28615,-482.50602,-436.85671,560.39461,-456.57222,-425.94399,521.49393,-403.91470,-566.89280,483.05771,-407.27133,-450.65725,469.77573,-396.34449,-535.62982,552.51460,-787.67850,-396.56951,545.99633,-792.18442,-545.10646,441.36711,-820.67639,-402.80155,442.10468,-822.86518,-605.31368,591.83676,-490.11239,-782.74362,523.25680,-563.54297,-617.88988,599.98000,-748.83980,-785.87690,519.64589,-671.72429,-731.11847,1015.11963,-597.17119,-665.05866,963.06415,-448.38122,-669.16644,968.22271,-767.15591,-610.02539,933.05708,-585.59354,-611.99008,932.98585,-629.66349,-673.65003,727.71652,-366.49547,-699.48229,626.43357,-449.14109,-696.19094,645.99914,-351.67832,-586.71816,677.93538,-359.51006,-479.12942,707.44269,-382.57866,-468.93963,662.94054,-385.55289,-654.88068,835.20570,-821.65971,-707.07259,619.11188,-773.61692,-720.87967,632.39544,-844.79683,-614.13339,665.02358,-865.60202,-499.62508,694.42342,-856.20478,-487.73098,658.63855,-858.21969,-631.71437,494.65803,-522.95564,-636.95991,504.86363,-722.91870,-629.10961,496.70975,-522.74390,-634.05885,491.00538,-693.62322,0.11000000,0.01269040,0.01717922,0.03420379,0.11000000,32.24605706,4.13298708,3.04387736,-0.61917198,0.58813876,-0.61784001,53.27115140,-11.28091309,5.78122971,89.63253967,1.56438293,9.11605424,1.21023267,-6.49804518,52.25134144,-0.41383903,-1.26932925,87.03283937,1.51900960,2.03753032,-6.05197906,-6.49804518,-45.43667426,-1.38033782,-3.49643421,2.60287684,-2.68755897,-13.15409651,113.71411707,91.54604832,1.68676495,-0.91794843,-16.16074826,112.58234711,91.32521828
13,0.12000000,-257.54139,456.22065,-423.08938,-228.40749,391.94186,-395.58533,-267.90611,95.58977,-431.02877,-336.13066,58.60424,-466.87640,-164.39190,45.77480,-407.63237,-123.73129,66.69350,-463.27804,-261.66241,453.79475,-804.60383,-214.45742,394.21074,-810.15019,-264.74959,95.70864,-788.22649,-337.67398,59.74720,-739.09490,-173.80285,43.29499,-809.13338,-125.84706,66.93127,-754.19136,-233.90394,280.83228,-392.12288,-301.90554,394.20511,-409.90398,-315.48363,278.77038,-409.24903,-302.13092,403.79223,-827.47541,-301.99698,281.54390,-827.41909,-546.09523,564.42275,-482.50864,-436.81862,560.46031,-456.56117,-425.97505,521.49398,-404.01721,-566.88023,483.15860,-407.28371,-450.72313,469.78895,-396.50699,-535.61655,552.63946,-787.74231,-396.55514,546.03952,-792.05150,-545.11576,441.42888,-820.63149,-402.85641,442.10023,-822.65784,-605.02146,592.21300,-490.34071,-782.59351,523.68701,-563.50039,-617.71590,600.43063,-748.90168,-785.73107,520.11921,-671.82198,-730.42020,1015.43205,-596.97563,-664.45131,963.37636,-448.29254,-668.44413,968.53686,-767.03026,-609.31002,933.40211,-585.47911,-611.26375,933.33488,-629.42858,-673.34080,727.98382,-366.36600,-699.21528,626.60002,-448.68081,-695.91148,646.42137,-351.36628,-586.48190,678.11871,-359.27993,-478.78913,707.53431,-382.30808,-468.63280,663.01663,-385.18529,-654.36435,835.51870,-821.55870,-706.83752,619.08513,-773.62992,-720.74934,632.89323,-844.74923,-613.87703,665.29779,-865.63712,-499.36432,694.34908,-856.19446,-487.52290,658.57141,-858.31159,-631.49348,495.04261,-523.09484,-636.84873,505.29846,-723.05271,-628.94337,497.12408,-522.98482,-633.89000,491.49928,-693.76248,0.12000000,0.01269092,0.01717957,0.03457180,0.12000000,32.16148113,4.10156346,3.04983539,-0.61902420,0.58837756,-0.61788782,53.31990203,-11.24022048,5.77994568,89.59954601,1.56380709,9.01759989,1.15537707,-6.52138573,52.32561673,-0.39264380,-1.20648718,87.04244422,1.51917724,2.03283959,-5.95964626,-6.52138573,-45.39108927,-1.32435085,-3.47478944,2.68818645,-2.76991706,-13.16987696,113.55475099,91.16042753,1.73091278,-0.94268524,-16.15824614,112.40672707,90.95134219
14,0.13000000,-257.72424,456.16087,-422.86807,-228.35792,391.99809,-395.75241,-267.90843,95.61882,-431.01376,-336.15527,58.56589,-466.90408,-164.43849,45.84337,-407.63169,-123.76680,66.76677,-463.25635,-261.72045,453.82909,-804.42159,-214.43492,394.31013,-810.04431,-264.75806,95.74579,-788.23197,-337.69324,59.70706,-739.05631,-173.81524,43.35197,-809.16395,-125.84376,66.96880,-754.19607,-233.83555,280.85041,-392.20446,-301.85843,394.26214,-409.93587,-315.47574,278.80163,-409.24692,-302.08153,403.87326,-827.44726,-301.87284,281.67484,-827.45975,-546.07528,564.58337,-482.48558,-436.85663,560.48063,-456.58911,-425.98341,521.50498,-404.08727,-566.86413,483.15870,-407.28878,-450.79011,469.76809,-396.67694,-535.62536,552.72604,-787.71661,-396.55814,546.04439,-791.89625,-545.13152,441.49593,-820.58239,-402.89745,442.16124,-822.53176,-604.70128,592.43685,-490.46095,-782.40220,524.13400,-563.53299,-617.42771,600.57756,-748.79441,-785.55031,520.53758,-671.67138,-729.70977,1015.73662,-596.72021,-663.82640,963.65625,-448.35098,-667.61929,968.88527,-766.88237,-608.55047,933.81966,-585.42067,-610.49404,933.63181,-629.25556,-672.97504,728.30243,-366.25896,-698.98044,626.75404,-448.33117,-695.59446,646.83209,-351.10218,-586.15806,678.39356,-358.99570,-478.37477,707.62982,-381.94446,-468.35892,663.03811,-384.90163,-653.74696,835.92683,-821.58780,-706.67004,620.15935,-773.46197,-720.51547,633.36224,-844.63620,-613.56055,665.59567,-865.74882,-498.95830,694.36294,-856.37805,-487.24790,658.52261,-858.37929,-631.32213,495.28828,-523.05996,-636.70326,505.48301,-723.02038,-628.80205,497.43049,-523.03014,-633.76942,491.75615,-693.65493,0.13000000,0.01260811,0.01712343,0.03395698,0.13000000,32.04871607,4.07361329,3.06775898,-0.61879669,0.58858441,-0.61787184,53.39694736,-11.24347434,5.71634051,89.56293472,1.56316810,8.94892514,1.07801732,-6.55092225,52.41447265,-0.39516314,-1.16184471,87.02240828,1.51882755,2.05847309,-5.86393082,-6.55092225,-45.33903295,-1.28395423,-3.46971776,2.70266715,-2.84281570,-13.17690343,113.50953601,90.72120594,1.72958996,-0.92762982,-16.16886443,112.31828648,90.52694813
15,0.14000000,-257.88420,456.03140,-422.82578,-228.26786,392.04795,-395.95101,-267.94279,95.60252,-431.02031,-336.20785,58.53083,-466.94794,-164.43635,45.94162,-407.57553,-123.82318,66.84620,-463.23655,-261.77177,453.84800,-804.16015,-214.39615,394.40020,-809.90162,-264.75989,95.79958,-788.25392,-337.69446,59.61678,-738.95213,-173.82218,43.40761,-809.16201,-125.85279,67.02638,-754.21682,-233.84271,280.86717,-392.23203,-301.78224,394.33526,-409.99077,-315.40186,278.87561,-409.21097,-302.02295,403.93890,-827.40961,-301.77923,281.78548,-827.48565,-546.07064,564.71270,-482.38317,-436.96706,560.46390,-456.61347,-425.99313,521.46497,-404.15468,-566.92183,483.18886,-407.20355,-450.83122,469.76928,-396.73789,-535.64758,552.78404,-787.54859,-396.58207,546.06974,-791.78225,-545.15257,441.56552,-820.54920,-402.91829,442.29700,-822.53512,-604.43955,592.47799,-490.22390,-782.24638,524.64152,-563.59654,-617.01825,600.63734,-748.64892,-785.36947,521.04539,-671.56009,-728.85502,1016.10256,-596.70232,-663.27437,963.92041,-448.35449,-666.71268,969.26335,-766.69386,-607.74992,934.21599,-585.36737,-609.63349,933.94920,-629.23351,-672.56633,728.64789,-366.14101,-698.69023,626.92856,-447.92991,-695.25731,647.10959,-351.05600,-585.76138,678.71363,-358.70940,-477.95440,707.73502,-381.44282,-468.02140,663.11148,-384.61471,-653.00364,836.48089,-821.78153,-706.49758,621.36618,-773.28746,-720.14868,633.90456,-844.53317,-613.22447,665.85827,-865.78063,-498.46443,694.35041,-856.48716,-486.91468,658.45460,-858.36158,-631.30009,495.39533,-522.90953,-636.51998,505.60790,-722.87313,-628.73496,497.51925,-522.80291,-633.67236,491.83408,-693.48421,0.14000000,0.01250996,0.01705665,0.03331733,0.14000000,31.90859712,4.10213453,3.06554442,-0.61852182,0.58873624,-0.61783573,53.51544363,-11.28853533,5.70669302,89.54510303,1.56285688,9.06366713,1.02631249,-6.56384565,52.50070599,-0.36114316,-1.18513609,86.95034752,1.51756985,2.13855484,-5.99262747,-6.56384565,-45.32871118,-1.28117657,-3.49483073,2.61872333,-2.86308856,-13.19642657,113.82880975,90.64451932,1.64589812,-0.90605892,-16.23212194,112.53371656,90.46910472
16,0.15000000,-257.87667,456.00961,-423.06702,-228.23792,392.04762,-396.21424,-267.98808,95.55656,-431.02591,-336.25389,58.50717,-466.95519,-164.40954,46.01926,-407.52888,-123.86773,66.92012,-463.25640,-261.82941,453.83701,-803.81123,-214.37299,394.49390,-809.74145,-264.80642,95.77436,-788.13055,-337.69205,59.54323,-738.86204,-173.83510,43.30897,-808.93832,-125.86791,67.10129,-754.24599,-233.85488,280.95863,-392.31130,-301.81959,394.33706,-410.12560,-315.36011,278.92095,-409.19839,-301.96572,404.00426,-827.38633,-301.71540,281.89105,-827.43719,-546.13148,564.74689,-482.25268,-437.08019,560.44317,-456.57817,-426.01199,521.40503,-404.20760,-567.03142,483.36476,-407.02269,-450.86602,469.78251,-396.73188,-535.58708,552.91474,-787.41392,-396.60862,546.14724,-791.70700,-545.17366,441.65157,-820.56454,-402.94021,442.41262,-822.50614,-604.15701,592.60154,-489.96826,-782.15043,525.25544,-563.65934,-616.53369,600.74280,-748.57556,-785.18921,521.65479,-671.61579,-727.81157,1016.55237,-596.76945,-662.70840,964.41396,-448.05792,-665.72614,969.61472,-766.48834,-606.82229,934.58779,-585.23770,-608.65942,934.38903,-629.22335,-672.11676,729.05378,-365.92405,-698.27986,627.18663,-447.38682,-694.90510,647.42413,-350.96606,-585.32986,679.05147,-358.47441,-477.49804,707.91553,-380.89541,-467.54840,663.29138,-384.25529,-652.22546,837.02711,-821.86104,-706.16384,621.61860,-773.29360,-719.72112,634.53653,-844.50039,-612.84339,666.11361,-865.65348,-497.93258,694.25076,-856.30823,-486.50295,658.37562,-858.29078,-631.32262,495.57604,-522.78447,-636.31376,505.78224,-722.75421,-628.71430,497.65078,-522.58372,-633.52196,491.95412,-693.38176,0.15000000,0.01249482,0.01704632,0.03363142,0.15000000,31.72449309,4.08531217,3.03193338,-0.61823052,0.58887967,-0.61772744,53.66726569,-11.19789463,5.75569000,89.49896087,1.56205154,9.09563478,0.97367880,-6.58828990,52.65040795,-0.38076449,-1.19195494,86.92030886,1.51704558,2.16827593,-6.02214623,-6.58828990,-45.23902263,-1.27852752,-3.47812685,2.65707453,-2.89640704,-13.19885288,113.83212019,90.35345433,1.60874000,-0.90878073,-16.25163847,112.49617061,90.21130483
17,0.16000000,-257.78714,456.16641,-423.40403,-228.32778,392.05984,-396.51716,-268.01605,95.52381,-431.04709,-336.26595,58.48585,-466.91195,-164.37930,46.08350,-407.52494,-123.88568,66.99413,-463.32247,-261.83960,453.79348,-803.42477,-214.39119,394.58544,-809.56532,-264.88401,95.69076,-787.92971,-337.71779,59.47054,-738.78519,-173.86411,43.10539,-808.57717,-125.89304,67.16586,-754.26653,-233.82107,281.14119,-392.45152,-301.98938,394.30218,-410.31324,-315.38381,278.94000,-409.20567,-301.91227,404.07157,-827.37135,-301.59018,281.98653,-827.37333,-546.18877,564.75319,-482.20455,-437.18247,560.43312,-456.52182,-426.03021,521.42944,-404.24317,-567.11620,483.62107,-406.91385,-450.92601,469.79060,-396.77400,-535.35499,553.32622,-787.63399,-396.62642,546.23578,-791.63461,-545.20347,441.72660,-820.53124,-402.97463,442.46614,-822.34636,-603.72443,592.95944,-490.09442,-782.07565,526.01251,-563.70719,-616.08316,600.84442,-748.59583,-785.03710,522.32870,-671.72514,-726.64462,1017.00909,-596.66985,-661.90864,965.05024,-447.58004,-664.65426,969.97094,-766.43528,-605.72939,935.01645,-585.03076,-607.51156,934.91017,-629.07231,-671.62161,729.56773,-365.67046,-697.78700,627.46409,-446.72271,-694.51046,647.97130,-350.56994,-584.84582,679.41889,-358.19407,-476.91314,708.20433,-380.41632,-466.97957,663.51255,-383.83716,-651.38779,837.48248,-821.71460,-705.61246,621.14600,-773.58040,-719.26972,635.22553,-844.64515,-612.31521,666.41476,-865.46467,-497.30627,694.14869,-856.07767,-485.96316,658.38474,-858.34585,-631.26520,495.94652,-522.77776,-636.17458,505.96543,-722.75919,-628.68933,498.03851,-522.62725,-633.36984,492.21645,-693.34902,0.16000000,0.01251333,0.01705895,0.03455514,0.16000000,31.56114897,4.06034886,3.03037348,-0.61790795,0.58907893,-0.61775997,53.80367918,-11.14564889,5.77018762,89.48457352,1.56180044,9.12712523,0.94827456,-6.60342326,52.77799269,-0.36711935,-1.17544340,86.90638693,1.51680259,2.18133435,-6.06855660,-6.60342326,-45.17663612,-1.24731787,-3.52650618,2.69075792,-2.99572416,-13.18857758,113.86942738,90.18064375,1.59637404,-0.95028038,-16.25138910,112.48158340,90.07309812
18,0.17000000,-257.83875,456.30955,-423.64213,-228.43088,392.19611,-396.75449,-268.04054,95.53043,-431.10122,-336.27008,58.46493,-466.87041,-164.37376,46.14387,-407.55638,-123.89938,67.06485,-463.38508,-261.79018,453.75443,-803.06644,-214.41235,394.66842,-809.35219,-264.94496,95.63825,-787.82155,-337.76911,59.40049,-738.74132,-173.91079,43.03072,-808.40164,-125.92962,67.21238,-754.28563,-233.77479,281.29715,-392.57143,-302.13777,394.30367,-410.44975,-315.40512,278.96359,-409.19742,-301.86234,404.12141,-827.28899,-301.39226,282.07256,-827.40737,-546.11825,564.87407,-482.28109,-437.29286,560.45109,-456.54033,-426.07150,521.51817,-404.32366,-567.15459,483.84406,-406.95252,-451.00057,469.83471,-396.85489,-535.05848,553.92960,-788.08337,-396.63252,546.31261,-791.54830,-545.26630,441.74637,-820.27346,-403.00200,442.51642,-822.14977,-603.19870,593.28983,-490.35734,-781.98478,526.88939,-563.78129,-615.63277,601.04370,-748.66836,-784.90030,523.17644,-671.89183,-725.33823,1017.44739,-596.57671,-660.82736,965.47062,-447.30066,-663.41816,970.45310,-766.56670,-604.48198,935.50551,-584.85316,-606.11784,935.36130,-628.87302,-671.03810,730.16372,-365.48497,-697.26663,627.69164,-445.88180,-693.98129,648.61107,-350.21620,-584.24864,679.84057,-357.77754,-476.22014,708.53448,-380.00680,-466.37359,663.77211,-383.33027,-650.35322,837.98064,-821.59616,-704.90165,620.79182,-774.11710,-718.69011,636.00116,-845.01780,-611.56688,666.79586,-865.40515,-496.50429,694.13714,-856.08283,-485.26165,658.49647,-858.65130,-631.18666,496.32433,-522.89592,-636.09204,506.24756,-722.88229,-628.66397,498.44784,-522.83533,-633.26460,492.58888,-693.43197,0.17000000,0.01257366,0.01710002,0.03547536,0.17000000,31.32031339,4.06824257,3.01552868,-0.61754001,0.58923906,-0.61784901,54.04003740,-11.12933793,5.81430478,89.46073265,1.56138434,9.16435470,0.99416530,-6.54049432,52.97783464,-0.30746330,-1.19247392,86.85343359,1.51587838,1.86420957,-6.59035486,-6.54049432,-45.07475040,-1.26674822,-3.54995399,2.69942729,-3.11339061,-13.16421605,114.04314818,88.70053692,1.60201373,-1.01893905,-16.18632261,112.58276974,88.73923645
19,0.18000000,-257.98020,456.23653,-423.70369,-228.45188,392.40967,-396.84633,-268.07796,95.57355,-431.12245,-336.28607,58.46035,-466.86623,-164.39067,46.18286,-407.61067,-123.92656,67.11934,-463.40494,-261.76473,453.76936,-802.76542,-214.40666,394.74256,-809.10972,-264.97437,95.66433,-787.85588,-337.80955,59.37972,-738.77140,-173.96029,43.11461,-808.44700,-125.95736,67.25669,-754.29780,-233.77802,281.32782,-392.66194,-302.19867,394.34729,-410.51194,-315.40976,278.98622,-409.20805,-301.81335,404.16705,-827.13290,-301.24340,282.16866,-827.47744,-545.95210,565.11726,-482.48827,-437.38244,560.53486,-456.66585,-426.15822,521.61051,-404.45937,-567.20083,483.96793,-406.98322,-451.05940,469.95264,-396.89638,-534.88643,554.33559,-788.25136,-396.60720,546.41593,-791.43140,-545.33664,441.75684,-819.85676,-402.99513,442.61420,-822.02227,-602.84774,593.38165,-490.31496,-781.88323,527.78473,-563.89876,-615.01389,601.52314,-748.72379,-784.70344,524.22670,-672.14505,-723.77627,1017.92433,-596.65950,-659.59410,965.73089,-447.33417,-661.88896,971.08474,-766.73611,-603.03500,935.95077,-584.74519,-604.50739,935.69676,-628.79071,-670.33308,730.76162,-365.30660,-696.69872,627.98850,-444.86157,-693.29610,649.19112,-350.16175,-583.56302,680.30369,-357.33988,-475.48474,708.85290,-379.56864,-465.71341,664.15549,-382.70175,-649.09689,838.61708,-821.67497,-704.19564,621.55942,-774.53759,-717.92073,636.85072,-845.38603,-610.64748,667.28794,-865.62846,-495.50984,694.25940,-856.33303,-484.42720,658.56198,-859.04135,-631.20701,496.57163,-523.02252,-635.91853,506.75960,-722.99979,-628.67894,498.65027,-522.96411,-633.12564,493.04016,-693.63728,0.18000000,0.01253975,0.01707694,0.03543717,0.18000000,31.14330363,4.09342576,2.97764867,-0.61720010,0.58962647,-0.61792395,54.17081642,-11.11046486,5.89475020,89.40592025,1.56042768,9.19752456,1.04784625,-6.48733947,53.07663310,-0.28275226,-1.23099237,86.77724615,1.51454866,1.77095446,-6.71423522,-6.48733947,-45.06056120,-1.27777034,-3.56631483,2.75835118,-3.23998247,-13.11891645,114.21440444,87.19034915,1.62813181,-1.06549969,-16.21682464,112.75105647,87.36842463
20,0.19000000,-257.96575,456.28180,-423.55975,-228.48124,392.52569,-396.89486,-268.11748,95.62575,-431.08783,-336.30199,58.45877,-466.85859,-164.39473,46.22732,-407.66404,-123.95465,67.18093,-463.41088,-261.80892,453.82989,-802.46049,-214.39624,394.79084,-808.85632,-265.00846,95.72175,-787.90450,-337.81340,59.39626,-738.83128,-173.98729,43.18918,-808.47329,-125.96991,67.31345,-754.28734,-233.87586,281.30919,-392.77320,-302.28620,394.43950,-410.59159,-315.48163,278.99247,-409.32598,-301.75946,404.24272,-826.98372,-301.15179,282.22319,-827.45491,-545.78814,565.38297,-482.76311,-437.42457,560.69104,-456.82949,-426.25461,521.73955,-404.57437,-567.28675,484.00166,-406.90804,-451.10228,470.13163,-396.90271,-534.83090,554.46750,-788.05278,-396.53371,546.57474,-791.27020,-545.34937,441.83132,-819.49079,-402.96392,442.74584,-821.91651,-602.87050,593.58391,-489.97080,-781.77381,528.66864,-563.94349,-614.22458,602.22759,-748.73136,-784.45240,525.24314,-672.30098,-721.96042,1018.46154,-596.78554,-658.23494,966.15219,-447.47070,-660.04994,971.74391,-766.85736,-601.34917,936.29157,-584.59492,-602.77765,936.01443,-628.74072,-669.53066,731.34598,-365.04409,-696.01518,628.42747,-443.78434,-692.52742,649.85683,-350.01184,-582.80456,680.80899,-356.98552,-474.65771,709.20236,-379.02662,-464.93105,664.63732,-382.01756,-647.67108,839.27691,-821.83543,-703.56408,623.60446,-774.57244,-717.03885,637.69431,-845.55024,-609.64698,667.84943,-866.04306,-494.38424,694.48583,-856.69194,-483.49882,658.53125,-859.25174,-631.30950,496.95651,-522.94448,-635.58384,507.42723,-722.91701,-628.68360,498.95736,-522.82952,-632.90827,493.55434,-693.73381,0.19000000,0.01237238,0.01696260,0.03392859,0.19000000,30.92304072,4.08241340,2.85294706,-0.61677286,0.59002522,-0.61769255,54.36714549,-10.96534214,5.99136342,89.34812631,1.55941898,9.21969415,1.13440124,-6.60708284,53.21372756,-0.37374296,-1.24879212,86.75609349,1.51417948,2.20081727,-6.23596509,-6.60708284,-45.03182653,-1.34609480,-3.59423768,2.86580386,-3.35377825,-13.19428356,113.80617160,91.49456799,1.60079679,-1.14365640,-16.59044658,112.18211416,91.98834653
21,0.20000000,-257.91539,456.80421,-423.35875,-228.65145,392.50555,-397.07959,-268.14496,95.66671,-431.06463,-336.33429,58.41922,-466.82576,-164.38815,46.29065,-407.69013,-123.97547,67.27787,-463.42941,-261.86132,453.88786,-802.10632,-214.38698,394.81161,-808.58638,-265.08154,95.74278,-787.85054,-337.81515,59.39352,-738.86946,-173.98977,43.21306,-808.41726,-125.99709,67.39274,-754.27008,-234.06886,281.40397,-392.91592,-302.52685,394.54780,-410.81662,-315.64231,278.96026,-409.52041,-301.69600,404.34368,-826.91095,-300.99677,282.18831,-827.39022,-545.75154,565.69955,-482.80357,-437.46461,560.87460,-456.95482,-426.30705,521.90432,-404.63727,-567.37553,484.04188,-406.83508,-451.14617,470.32501,-396.91390,-534.76314,554.59345,-787.82363,-396.43907,546.76388,-791.08742,-545.31712,441.97344,-819.21678,-402.94099,442.88884,-821.75702,-603.11918,594.27475,-489.57275,-781.62093,529.64156,-563.81990,-613.41746,602.92020,-748.70494,-784.22911,526.06522,-672.25820,-719.97821,1019.04340,-596.90446,-656.67536,966.73944,-447.51532,-657.98880,972.30230,-766.84643,-599.48318,936.57468,-584.31845,-600.93465,936.35729,-628.57163,-668.63367,731.97331,-364.74913,-695.17198,628.91132,-442.67762,-691.66175,650.67322,-349.61426,-581.83899,681.41832,-356.62131,-473.63778,709.61664,-378.41095,-463.97163,665.08833,-381.32796,-646.04063,839.82096,-821.97240,-702.72511,625.01925,-774.60226,-716.09298,638.50686,-845.68132,-608.55593,668.33714,-866.33917,-493.20305,694.65318,-856.93666,-482.43576,658.57100,-859.31046,-631.39497,497.74088,-522.58916,-635.16171,508.07013,-722.57941,-628.57104,499.72189,-522.38333,-632.68662,494.07833,-693.49806,0.20000000,0.01226288,0.01688737,0.03340362,0.20000000,30.77177281,4.04078778,2.80518603,-0.61649446,0.59059435,-0.61754769,54.45645148,-10.89098824,5.95313354,89.27609415,1.55816179,9.20374284,1.07730017,-6.62462679,53.27239657,-0.43135157,-1.23217514,86.67236995,1.51271823,2.25557303,-6.23289205,-6.62462679,-45.12180563,-1.31255591,-3.56945354,2.99579701,-3.47067839,-13.14552408,113.92036705,91.24718809,1.67579608,-1.10294176,-16.57973480,112.22939525,91.75342034
