Frame#,Time,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29,X30,Y30,Z30,X31,Y31,Z31,X32,Y32,Z32,X33,Y33,Z33,X34,Y34,Z34,X35,Y35,Z35,X36,Y36,Z36,X37,Y37,Z37,X38,Y38,Z38,X39,Y39,Z39,X40,Y40,Z40,X41,Y41,Z41,X42,Y42,Z42,X43,Y43,Z43,X44,Y44,Z44,X45,Y45,Z45,X46,Y46,Z46,X47,Y47,Z47,X48,Y48,Z48,X49,Y49,Z49,X50,Y50,Z50,X51,Y51,Z51,time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_angle_r_beta,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_angle_l_beta,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l,time,total_squared_error,marker_error_RMS,marker_error_max
11,0.10000000,-193.84932,443.21904,-422.91152,-149.44046,339.48187,-446.67718,-285.28181,93.05664,-464.38557,-337.40319,51.85288,-513.83818,-175.75016,41.34200,-432.67336,-140.44396,58.51216,-476.22786,-198.00529,449.11188,-816.60799,-148.18259,346.92303,-767.44281,-298.09587,95.09715,-789.98036,-346.35056,61.32006,-751.88009,-184.60442,36.52355,-808.52997,-145.98270,56.77058,-756.23870,-185.09406,233.65607,-461.00111,-204.61060,349.36393,-394.80118,-256.03250,249.17307,-416.19157,-198.24171,380.12146,-835.27829,-235.72793,264.17902,-843.68166,-479.59343,553.22282,-453.90526,-377.37489,554.91635,-441.72868,-353.45373,508.64263,-394.48081,-487.33725,453.49790,-401.55406,-371.87991,454.23211,-392.92009,-475.83268,539.73096,-806.05884,-342.29413,545.82011,-808.30533,-485.27116,431.55677,-838.86742,-344.35824,439.98059,-838.27535,-517.05362,594.95548,-501.98310,-704.90710,572.35370,-569.56631,-520.51670,585.73382,-749.81566,-710.90821,568.69051,-682.09224,-641.61219,1042.82610,-620.30527,-592.14488,1010.81983,-467.90026,-579.92416,1020.72297,-776.81362,-520.41286,987.68799,-601.73062,-518.63918,984.75779,-643.45382,-596.34398,886.86301,-398.22277,-700.52628,695.93959,-443.30473,-663.55797,710.63647,-368.55785,-545.32683,717.45667,-395.52860,-456.48454,736.14574,-440.38646,-446.36273,702.99017,-425.59042,-582.14009,873.83583,-847.36217,-673.63176,695.52899,-801.22363,-655.01625,699.61059,-880.69095,-550.51507,703.40847,-856.65617,-442.72987,726.93240,-795.01849,-436.34111,695.19887,-800.24187,-579.37264,496.81419,-525.09062,-576.82817,488.24800,-714.25745,-559.77626,502.46067,-531.52913,-568.48949,497.14196,-694.90916,0.10000000,17.20161378,-2.13648561,1.21695366,-0.54928728,0.58591004,-0.62465247,65.94244245,-4.73340147,-0.52707944,98.88952567,1.72594782,18.15347959,-8.79900372,-7.04313996,68.14618668,-4.02377968,6.40961002,100.58498291,1.75553913,16.28017521,-2.10131706,-7.04313996,-31.65562371,2.78230072,-2.99138760,-5.10886902,-7.80678127,1.52528562,121.67214484,105.53942865,-6.94842664,-6.13481140,1.24409788,121.41656141,96.76523459,0.10000000,0.00536706,0.01117208,0.02082045
12,0.11000000,-193.86779,443.21064,-422.92268,-149.43991,339.48861,-446.70690,-285.30070,93.06898,-464.42458,-337.37744,52.00418,-513.79812,-175.72858,41.33947,-432.68850,-140.44109,58.52301,-476.23894,-197.98824,449.08576,-816.54295,-148.18652,346.93436,-767.43242,-298.08933,95.07875,-789.90460,-346.34434,61.25788,-751.83910,-184.59905,36.53712,-808.52418,-145.97561,56.77885,-756.23146,-185.11939,233.69030,-461.04674,-204.61357,349.41930,-394.80623,-255.98103,249.22397,-416.16223,-198.21427,380.18420,-835.27736,-235.72907,264.18903,-843.69594,-479.46733,553.25302,-453.98048,-377.35199,554.91809,-441.78939,-353.48353,508.67729,-394.48344,-487.37244,453.51694,-401.58342,-371.87013,454.24192,-392.92791,-475.83936,539.72526,-806.07323,-342.29893,545.82337,-808.31789,-485.25406,431.60808,-838.87686,-344.39288,439.95012,-838.28237,-517.07546,594.90441,-502.00086,-704.92507,572.42359,-569.50189,-520.51213,585.68117,-749.81554,-710.92777,568.75996,-682.12535,-641.41686,1042.79625,-620.23549,-591.93352,1010.80054,-467.79687,-579.71655,1020.70501,-776.68136,-520.21565,987.61676,-601.64427,-518.46900,984.70587,-643.30783,-596.23563,886.76751,-398.23335,-700.53138,695.99447,-443.28731,-663.55262,710.64759,-368.51048,-545.30467,717.33215,-395.49488,-456.47437,736.01622,-440.36353,-446.38640,702.85878,-425.52915,-581.92804,873.81224,-847.26577,-673.47245,695.35296,-801.40782,-654.89318,699.63063,-880.68950,-550.42411,703.40312,-856.61973,-442.63466,726.81778,-794.92015,-436.26725,695.12434,-800.18168,-579.43919,496.80412,-525.08514,-576.90103,488.23130,-714.25175,-559.84512,502.44062,-531.54546,-568.55249,497.12628,-694.91394,0.11000000,17.19473619,-2.12597985,1.20533084,-0.54929206,0.58595167,-0.62466117,65.93721909,-4.73057137,-0.49846732,98.86802672,1.72557259,18.20926258,-8.76663070,-7.14141477,68.13201335,-4.02620621,6.39257694,100.56744796,1.75523309,16.34174011,-2.12595610,-7.14141477,-31.68999957,2.77704943,-3.00314800,-5.09027330,-7.80400476,1.51741969,121.68570043,105.69408313,-6.95681515,-6.14746688,1.32183023,121.47095614,96.32172507,0.11000000,0.00536680,0.01117181,0.02083025
13,0.12000000,-193.89417,443.20948,-422.92600,-149.40134,339.49841,-446.75905,-285.27444,93.10171,-464.40061,-337.36747,52.03552,-513.79514,-175.70043,41.32293,-432.72896,-140.43721,58.54385,-476.23250,-197.94672,449.01922,-816.43860,-148.19118,346.93836,-767.42247,-298.07420,95.05949,-789.84936,-346.34012,61.19259,-751.83213,-184.57906,36.55169,-808.51691,-145.96981,56.78688,-756.22882,-185.12243,233.73389,-461.06373,-204.66247,349.41061,-394.75081,-256.00162,249.22209,-416.18035,-198.19743,380.22856,-835.25465,-235.73162,264.18536,-843.68866,-479.53754,553.22932,-454.05665,-377.33732,554.91425,-441.79104,-353.51821,508.69484,-394.50601,-487.37758,453.52432,-401.57205,-371.87397,454.22372,-392.94522,-475.86760,539.72745,-806.10937,-342.29257,545.79946,-808.31522,-485.24589,431.66508,-838.89233,-344.39313,439.95246,-838.28294,-517.10477,594.85012,-502.05379,-704.93992,572.44987,-569.46758,-520.51717,585.65925,-749.81774,-710.95954,568.76572,-682.14945,-641.17796,1042.78242,-620.17522,-591.74857,1010.77763,-467.74399,-579.47612,1020.67999,-776.56734,-519.98462,987.50076,-601.47223,-518.24232,984.60105,-643.13115,-596.11173,886.67424,-398.24613,-700.52325,695.99196,-443.28712,-663.55661,710.65978,-368.45648,-545.29482,717.24731,-395.45946,-456.45211,735.86777,-440.30609,-446.40889,702.68202,-425.40803,-581.69361,873.77200,-847.21398,-673.28518,695.16207,-801.62230,-654.75907,699.68613,-880.75905,-550.33208,703.35349,-856.55258,-442.55473,726.68477,-794.77574,-436.20042,695.07885,-800.09098,-579.47752,496.77793,-525.10285,-576.95197,488.21490,-714.27007,-559.89623,502.45472,-531.56956,-568.62166,497.11454,-694.90169,0.12000000,17.20235742,-2.11517812,1.20470054,-0.54931023,0.58595755,-0.62467642,65.93666572,-4.73673042,-0.48003744,98.87249722,1.72565062,18.19340322,-8.76635638,-7.23147072,68.11715592,-4.00888065,6.38086908,100.55976415,1.75509898,16.32639611,-2.18731476,-7.23147072,-31.73242995,2.77075998,-3.01251424,-5.09310974,-7.82136998,1.50077056,121.66289493,105.98334580,-6.93030150,-6.16517099,1.36826005,121.48757465,96.22701192,0.12000000,0.00536721,0.01117223,0.02084291
14,0.13000000,-193.90428,443.22984,-422.92821,-149.38203,339.47775,-446.77444,-285.22747,93.12153,-464.34188,-337.36755,51.99090,-513.78361,-175.71738,41.32633,-432.74071,-140.43628,58.55236,-476.20862,-197.94201,448.95441,-816.39969,-148.19745,346.94083,-767.43257,-298.06930,95.06639,-789.87724,-346.32950,61.22396,-751.82860,-184.56931,36.55843,-808.51169,-145.96003,56.78879,-756.23355,-185.10841,233.74487,-461.06016,-204.66608,349.35609,-394.76944,-256.02531,249.17764,-416.20016,-198.21367,380.21309,-835.23257,-235.73942,264.17938,-843.67880,-480.04352,553.05890,-454.20831,-377.37035,554.93185,-441.77898,-353.52322,508.68191,-394.52232,-487.34211,453.48985,-401.55722,-371.88782,454.21304,-392.95171,-475.90994,539.72534,-806.16260,-342.28618,545.76448,-808.30208,-485.26755,431.64821,-838.90101,-344.38013,439.96663,-838.28086,-517.11516,594.85950,-502.07259,-704.95207,572.42707,-569.47738,-520.51642,585.64798,-749.81223,-710.97731,568.71815,-682.13004,-640.98637,1042.81343,-620.07546,-591.58020,1010.71835,-467.70495,-579.18940,1020.64094,-776.49858,-519.73127,987.38823,-601.30695,-518.01898,984.48985,-642.99025,-595.98538,886.62981,-398.19632,-700.48608,695.93210,-443.25593,-663.56324,710.63272,-368.41692,-545.26567,717.15090,-395.44276,-456.40716,735.70911,-440.22424,-446.38276,702.50496,-425.25303,-581.45727,873.76747,-847.22882,-673.07364,695.02043,-801.76531,-654.64299,699.75505,-880.83145,-550.22537,703.34867,-856.57369,-442.46275,726.52523,-794.63492,-436.10790,695.04398,-800.06764,-579.47136,496.77709,-525.09488,-576.94693,488.19334,-714.26118,-559.89135,502.47760,-531.56169,-568.62624,497.10065,-694.87645,0.13000000,17.21240163,-2.12294182,1.21546748,-0.54933443,0.58595652,-0.62469495,65.92293642,-4.74255842,-0.49484849,98.87387982,1.72567475,18.19397831,-8.79724165,-7.30012394,68.10370971,-3.99540250,6.40987554,100.56300872,1.75515561,16.43549558,-2.06680249,-7.30012394,-31.78375248,2.79831617,-3.02165667,-5.07768152,-7.83870719,1.52341956,121.66093366,105.95328121,-6.90925230,-6.18005620,1.37901505,121.52468870,96.13114066,0.13000000,0.00538209,0.01118771,0.02088627
15,0.14000000,-193.90378,443.22792,-422.95241,-149.37967,339.44939,-446.76987,-285.21429,93.11020,-464.33378,-337.39530,51.92241,-513.83980,-175.77150,41.34242,-432.70263,-140.43872,58.53683,-476.19311,-197.99189,448.90803,-816.42642,-148.20788,346.93979,-767.43728,-298.07357,95.06586,-789.90790,-346.32317,61.26136,-751.80818,-184.57547,36.55263,-808.50948,-145.95536,56.77885,-756.24031,-185.11045,233.68502,-461.05731,-204.60989,349.31601,-394.83284,-256.01981,249.14122,-416.21315,-198.25313,380.14848,-835.22666,-235.74972,264.17197,-843.67751,-480.41006,552.94342,-454.33512,-377.41795,554.95500,-441.77185,-353.50819,508.67275,-394.54790,-487.32743,453.42143,-401.60625,-371.89113,454.23357,-392.94436,-475.94518,539.71523,-806.22101,-342.28896,545.73703,-808.29720,-485.30200,431.57368,-838.89760,-344.39819,439.95798,-838.28276,-517.12745,594.88088,-502.01004,-704.95490,572.37280,-569.51387,-520.50662,585.61512,-749.79823,-710.98298,568.66813,-682.13006,-640.79509,1042.86613,-620.01011,-591.35247,1010.62849,-467.63760,-578.87640,1020.58249,-776.41665,-519.47084,987.29082,-601.28194,-517.80544,984.40933,-642.88887,-595.84148,886.61353,-398.03608,-700.36509,695.90872,-443.17091,-663.54587,710.57185,-368.40371,-545.22097,716.97933,-395.46007,-456.33558,735.53047,-440.13968,-446.33024,702.36894,-425.07279,-581.23779,873.79131,-847.21253,-672.84613,694.93308,-801.76417,-654.53593,699.80060,-880.83014,-550.10211,703.38628,-856.64011,-442.35140,726.35127,-794.53352,-435.98390,695.00805,-800.12916,-579.47309,496.77154,-525.06580,-576.91159,488.15947,-714.23032,-559.85086,502.43587,-531.50840,-568.59446,497.06231,-694.85600,0.14000000,17.26442893,-2.13700193,1.20063192,-0.54933566,0.58599503,-0.62466267,65.86843706,-4.70538654,-0.49568558,98.87409550,1.72567851,18.06394647,-8.95214436,-7.35739828,68.04510689,-4.03513939,6.42518417,100.57924488,1.75543898,16.62914527,-1.76944712,-7.35739828,-31.87352045,2.81232928,-3.03031589,-5.07410026,-7.74740042,1.59618281,121.69500702,105.32103276,-6.92590645,-6.06573349,1.44434231,121.57854360,95.81269188,0.14000000,0.00540767,0.01121427,0.02094947
16,0.15000000,-193.91585,443.19039,-422.99169,-149.36742,339.44813,-446.79220,-285.23463,93.06768,-464.36335,-337.44374,51.85133,-513.95108,-175.78412,41.33587,-432.67941,-140.44645,58.51511,-476.19763,-198.03711,448.92277,-816.44599,-148.22681,346.92001,-767.37910,-298.07395,95.04547,-789.88469,-346.33016,61.22976,-751.79874,-184.58616,36.53514,-808.51364,-145.96228,56.75923,-756.24069,-185.12292,233.60541,-461.07243,-204.57204,349.31002,-394.85087,-256.04014,249.15744,-416.25939,-198.28865,380.08690,-835.22424,-235.75702,264.16112,-843.67550,-480.14946,553.09456,-454.23625,-377.43252,554.95784,-441.78053,-353.51722,508.68462,-394.57444,-487.33932,453.40029,-401.68058,-371.89194,454.25280,-392.94442,-475.96695,539.70453,-806.26022,-342.31075,545.71875,-808.31183,-485.33688,431.52365,-838.90554,-344.42810,439.93782,-838.28704,-517.17450,594.82372,-502.00729,-704.96168,572.32376,-569.56881,-520.51713,585.59404,-749.79395,-711.00264,568.63957,-682.16238,-640.48415,1042.86927,-620.02679,-591.05040,1010.56586,-467.54207,-578.58676,1020.53698,-776.32066,-519.20745,987.17028,-601.29717,-517.57875,984.34040,-642.76603,-595.64610,886.58012,-397.79919,-700.23655,695.92762,-443.11075,-663.50581,710.51804,-368.40882,-545.18314,716.79324,-395.46554,-456.23653,735.32690,-440.07430,-446.29987,702.24944,-424.90715,-581.02233,873.81459,-847.12455,-672.64087,694.88654,-801.66856,-654.40961,699.84877,-880.81813,-549.96783,703.42227,-856.64386,-442.24217,726.23088,-794.47333,-435.84409,694.96177,-800.18014,-579.51039,496.71690,-525.09338,-576.91767,488.13452,-714.25882,-559.86087,502.37985,-531.51661,-568.62481,497.03500,-694.86185,0.15000000,17.20074238,-2.11469302,1.20296746,-0.54935561,0.58589391,-0.62470421,65.94118355,-4.73310370,-0.48152396,98.86663386,1.72554828,18.17264967,-8.86215693,-7.40282256,68.12587651,-4.00687346,6.37198206,100.55920496,1.75508922,16.28396765,-2.25615707,-7.40282256,-31.84811213,2.80769793,-3.03860089,-5.05215100,-7.83933495,1.43450351,121.65595853,106.21791397,-6.88747659,-6.19024189,1.35741326,121.48968480,96.23230124,0.15000000,0.00538518,0.01119093,0.02089110
17,0.16000000,-193.94027,443.16537,-423.01867,-149.38036,339.45355,-446.84968,-285.26466,92.99066,-464.38257,-337.47010,51.85943,-513.93393,-175.74405,41.29937,-432.70461,-140.46085,58.49783,-476.20647,-198.04002,448.96694,-816.42727,-148.25028,346.88557,-767.29407,-298.07152,95.03161,-789.87390,-346.34104,61.20153,-751.81574,-184.59742,36.51467,-808.52446,-145.97237,56.74363,-756.23495,-185.13518,233.58989,-461.12196,-204.57465,349.30637,-394.87090,-256.08921,249.20796,-416.33366,-198.31240,380.06281,-835.22561,-235.75998,264.15517,-843.67732,-479.77734,553.37332,-454.05562,-377.41961,554.97021,-441.83523,-353.56338,508.69783,-394.56547,-487.34175,453.45753,-401.68910,-371.91118,454.24730,-392.95498,-475.99281,539.70152,-806.29310,-342.34443,545.69896,-808.33178,-485.37532,431.50720,-838.93680,-344.43900,439.92360,-838.28820,-517.23427,594.72960,-502.14870,-705.00693,572.32411,-569.64906,-520.56215,585.61390,-749.81373,-711.03557,568.63651,-682.16663,-640.10051,1042.80243,-620.00709,-590.72527,1010.50953,-467.41279,-578.33947,1020.53256,-776.23722,-518.93472,987.03039,-601.20032,-517.35110,984.25843,-642.62568,-595.41336,886.53060,-397.59844,-700.34123,695.81751,-443.16963,-663.47817,710.47790,-368.40896,-545.15823,716.65468,-395.41602,-456.11699,735.12528,-440.00264,-446.28268,702.09183,-424.79381,-580.79252,873.86306,-847.05501,-672.45738,694.91998,-801.61172,-654.26537,699.92908,-880.86896,-549.80852,703.42799,-856.54746,-442.12125,726.18288,-794.42803,-435.69551,694.89759,-800.17230,-579.56215,496.65803,-525.18567,-576.98666,488.13862,-714.35419,-559.96874,502.40777,-531.63664,-568.71626,497.05707,-694.89928,0.16000000,17.12994339,-2.08365673,1.21281487,-0.54933514,0.58576397,-0.62474200,66.03188612,-4.76526850,-0.45061997,98.87769004,1.72574125,18.18814025,-8.83933235,-7.41466693,68.20548286,-3.96389221,6.34484821,100.54752362,1.75488534,16.09677227,-2.49837306,-7.41466693,-31.82011210,2.79085025,-3.05574624,-5.12066285,-7.84727281,1.59455706,121.99135729,102.77857617,-6.91165665,-6.19807835,1.47192292,121.80400059,94.23339188,0.16000000,0.00541101,0.01121773,0.02077199
18,0.17000000,-193.96350,443.18148,-423.02767,-149.44385,339.43284,-446.95548,-285.27814,92.93457,-464.37794,-337.45142,51.92427,-513.79994,-175.72504,41.26521,-432.72519,-140.46791,58.48108,-476.21223,-198.03882,448.94496,-816.40559,-148.26147,346.86468,-767.26927,-298.08413,95.04597,-789.98121,-346.34479,61.27801,-751.86183,-184.60762,36.49995,-808.53622,-145.97690,56.73985,-756.23215,-185.16096,233.62440,-461.19690,-204.56664,349.28604,-394.95326,-256.11850,249.23323,-416.38236,-198.33966,380.05432,-835.23129,-235.75873,264.15150,-843.68422,-479.79753,553.48439,-454.04044,-377.41068,555.00366,-441.91589,-353.60070,508.68973,-394.56949,-487.36995,453.51901,-401.64200,-371.94362,454.23601,-392.97673,-476.02804,539.70338,-806.33990,-342.37362,545.68468,-808.34391,-485.40406,431.48483,-838.97093,-344.44173,439.90701,-838.28684,-517.28282,594.69671,-502.30233,-705.08360,572.36350,-569.73785,-520.62040,585.64997,-749.84533,-711.05977,568.65810,-682.15562,-639.76485,1042.74674,-619.82535,-590.38028,1010.37300,-467.25304,-578.11306,1020.53569,-776.10040,-518.63640,986.90893,-601.05533,-517.11935,984.18896,-642.54213,-595.18974,886.48006,-397.47536,-700.35144,695.77593,-443.20237,-663.47231,710.43197,-368.38545,-545.11901,716.52829,-395.31469,-455.98041,734.92850,-439.85345,-446.23859,701.87295,-424.67029,-580.54656,873.95442,-847.02271,-672.25638,695.10471,-801.63530,-654.11234,700.01902,-880.94153,-549.62175,703.40360,-856.41353,-441.95127,726.17081,-794.40521,-435.54060,694.81805,-800.12706,-579.61326,496.65318,-525.26904,-577.06257,488.16368,-714.43925,-560.10902,502.48454,-531.77045,-568.78385,497.10588,-694.95383,0.17000000,17.18453817,-2.11056798,1.20686564,-0.54940033,0.58588670,-0.62478854,65.95560407,-4.73720907,-0.46369562,98.85797008,1.72539707,18.14708896,-8.80923240,-7.41760382,68.13381677,-3.98230042,6.39286327,100.55043099,1.75493609,16.38102338,-2.07217687,-7.41760382,-31.92588099,2.85286487,-3.00237257,-5.08303971,-7.83111882,1.35529173,121.69526296,106.13504810,-6.81365668,-6.18666533,1.38878243,121.43930422,96.61946830,0.17000000,0.00538957,0.01119548,0.02084126
19,0.18000000,-193.99135,443.21136,-423.06517,-149.51188,339.41122,-447.10547,-285.25287,92.97126,-464.34514,-337.41298,51.89323,-513.76369,-175.75202,41.26473,-432.71957,-140.45770,58.47413,-476.22403,-198.06655,448.86882,-816.42303,-148.25960,346.86656,-767.27855,-298.11998,95.09777,-790.20005,-346.34168,61.45663,-751.94230,-184.60820,36.49398,-808.54378,-145.97637,56.73817,-756.23796,-185.19792,233.65386,-461.24776,-204.53532,349.27954,-395.04386,-256.11524,249.21925,-416.39492,-198.36641,380.03186,-835.21555,-235.75437,264.13625,-843.68031,-479.97026,553.39387,-454.13903,-377.43970,555.02185,-441.95030,-353.61000,508.69582,-394.63593,-487.44377,453.54199,-401.62858,-371.97369,454.24332,-393.02832,-476.05471,539.69773,-806.37407,-342.39594,545.68640,-808.35519,-485.41342,431.45340,-838.99204,-344.44345,439.89434,-838.29009,-517.34295,594.69884,-502.41270,-705.14389,572.38104,-569.79781,-520.66786,585.67154,-749.86127,-711.06747,568.69138,-682.22591,-639.46305,1042.77087,-619.51940,-589.98680,1010.18884,-467.08153,-577.87838,1020.49928,-775.83640,-518.29381,986.81371,-600.94981,-516.80253,984.15606,-642.51205,-594.97859,886.38309,-397.37717,-699.45680,696.35667,-442.93984,-663.44928,710.37537,-368.34369,-545.05444,716.38122,-395.20005,-455.83582,734.71393,-439.59064,-446.14501,701.61129,-424.47844,-580.28665,874.05676,-846.93690,-672.00392,695.36793,-801.68878,-653.91952,700.10458,-880.97720,-549.42016,703.41733,-856.36031,-441.74132,726.17836,-794.41308,-435.37226,694.72434,-800.02842,-579.66848,496.66258,-525.33704,-577.10607,488.18659,-714.50769,-560.20960,502.51228,-531.89771,-568.80432,497.15884,-695.02319,0.18000000,17.17382192,-2.10273996,1.19388719,-0.54942925,0.58591031,-0.62482574,65.96807383,-4.72778165,-0.43996466,98.84794471,1.72522209,18.15204534,-8.79856931,-7.43037322,68.13974210,-3.98240948,6.39261773,100.54712945,1.75487846,16.31659945,-2.11867074,-7.43037322,-31.97000024,2.86079424,-2.93063218,-5.09308689,-7.86870566,1.26089244,121.69908754,106.05500185,-6.73829381,-6.19356414,1.44890765,121.42209101,96.53714920,0.18000000,0.00539333,0.01119939,0.02086810
20,0.19000000,-194.03846,443.23498,-423.17793,-149.54895,339.44523,-447.23127,-285.21064,93.05690,-464.30219,-337.40041,51.77950,-513.83515,-175.77052,41.30230,-432.73597,-140.44678,58.48743,-476.23768,-198.09134,448.83052,-816.46529,-148.26585,346.87512,-767.25155,-298.14958,95.15895,-790.35475,-346.33983,61.60096,-752.01072,-184.59906,36.50095,-808.54256,-145.97674,56.73220,-756.24580,-185.21774,233.68104,-461.25741,-204.52760,349.31017,-395.08693,-256.10524,249.19875,-416.42360,-198.37434,380.01122,-835.17954,-235.75510,264.12615,-843.67112,-480.03668,553.35017,-454.21787,-377.51414,555.06011,-441.95475,-353.63904,508.78737,-394.69555,-487.47915,453.57395,-401.69751,-372.01231,454.28120,-393.09733,-476.05911,539.67522,-806.39114,-342.41255,545.68555,-808.36625,-485.41350,431.42209,-838.99831,-344.43589,439.90455,-838.29985,-517.42542,594.66300,-502.57822,-705.17852,572.35778,-569.82771,-520.70082,585.68546,-749.86999,-711.07658,568.72011,-682.38836,-639.12885,1042.83549,-619.22809,-589.55565,1010.08024,-466.86684,-577.59219,1020.44878,-775.49810,-517.91756,986.73454,-600.78307,-516.36907,984.12903,-642.43788,-594.74806,886.17484,-397.29989,-698.15233,697.21614,-442.57672,-663.38401,710.30101,-368.31895,-544.97823,716.21990,-395.10517,-455.69920,734.50611,-439.26420,-446.01291,701.32488,-424.26839,-580.02042,874.15986,-846.79156,-671.66540,695.53190,-801.78599,-653.65507,700.21776,-881.01878,-549.17666,703.53612,-856.43443,-441.53373,726.19751,-794.37488,-435.15777,694.63812,-799.87386,-579.72444,496.63371,-525.44384,-577.14008,488.20087,-714.61611,-560.27910,502.49372,-532.09515,-568.82152,497.22507,-695.12088,0.19000000,17.07677760,-2.08121892,1.20073499,-0.54938963,0.58577265,-0.62489978,66.08870138,-4.75213789,-0.40311300,98.85873123,1.72541035,18.17385946,-8.70116456,-7.43571788,68.25171094,-3.94172607,6.38530374,100.54231225,1.75479439,16.17859528,-2.24451337,-7.43571788,-31.91789793,2.86450528,-2.97017497,-5.07460065,-7.90026466,1.39362766,121.96497046,102.76978906,-6.74314546,-6.21506588,1.56609578,121.63645387,94.94104626,0.19000000,0.00541333,0.01122013,0.02081018
21,0.20000000,-194.10548,443.27390,-423.31055,-149.56951,339.52082,-447.28591,-285.19654,93.08974,-464.29817,-337.42673,51.74515,-513.90664,-175.75465,41.35129,-432.78634,-140.45067,58.50988,-476.24356,-198.08008,448.84658,-816.47114,-148.28797,346.88118,-767.20433,-298.13296,95.16150,-790.28937,-346.34870,61.56395,-751.99978,-184.59539,36.51916,-808.53359,-145.98498,56.73406,-756.24623,-185.20511,233.71040,-461.27813,-204.55645,349.34166,-395.12230,-256.10561,249.18494,-416.50406,-198.38084,380.01545,-835.16516,-235.77469,264.15672,-843.67940,-480.08927,553.47277,-454.26714,-377.56611,555.19411,-442.04227,-353.72876,508.95240,-394.68905,-487.44928,453.63244,-401.82960,-372.07715,454.35509,-393.13593,-476.04303,539.63570,-806.44457,-342.41924,545.66682,-808.36322,-485.39703,431.39085,-838.98220,-344.42621,439.92964,-838.30720,-517.50745,594.62626,-502.79301,-705.21437,572.32995,-569.85797,-520.72501,585.72160,-749.90161,-711.10374,568.72988,-682.53496,-638.74999,1042.85846,-618.97590,-589.08162,1010.03163,-466.60596,-577.22522,1020.45431,-775.17469,-517.53293,986.65189,-600.50174,-515.92545,984.06098,-642.27771,-594.47323,885.90704,-397.23052,-698.02757,697.24788,-442.62886,-663.30676,710.21116,-368.30637,-544.84837,716.04835,-394.97695,-455.57106,734.34748,-438.94713,-445.86990,701.01238,-424.09439,-579.74422,874.28399,-846.66635,-671.25454,695.56955,-801.99213,-653.35075,700.35616,-881.09818,-548.83581,703.72777,-856.57284,-441.31081,726.21755,-794.23015,-434.87601,694.63107,-799.77271,-579.76145,496.60404,-525.57222,-577.17651,488.22236,-714.74677,-560.33644,502.50668,-532.31950,-568.85115,497.30179,-695.22545,0.20000000,17.18794556,-2.10416608,1.19035785,-0.54950990,0.58602049,-0.62497065,65.94548621,-4.71541891,-0.42541631,98.81676680,1.72467794,18.10705579,-8.89068589,-7.43899051,68.10412042,-3.96917514,6.40770592,100.53022630,1.75458345,16.51035723,-1.89398217,-7.43899051,-32.12693802,2.93866032,-2.84325723,-5.07830744,-7.87762143,1.15205751,121.89127203,104.57127814,-6.58239075,-6.24093678,1.66065832,121.48561479,95.74218273,0.20000000,0.00541723,0.01122417,0.02088631
