time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_angle_r_beta,ankle_angle_r,subtalar_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_angle_l_beta,ankle_angle_l,subtalar_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l,Frame#,Time,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29,X30,Y30,Z30,X31,Y31,Z31,X32,Y32,Z32,X33,Y33,Z33,X34,Y34,Z34,X35,Y35,Z35,X36,Y36,Z36,X37,Y37,Z37,X38,Y38,Z38,X39,Y39,Z39,X40,Y40,Z40,X41,Y41,Z41,X42,Y42,Z42,X43,Y43,Z43,X44,Y44,Z44,X45,Y45,Z45,X46,Y46,Z46,X47,Y47,Z47,X48,Y48,Z48,X49,Y49,Z49,X50,Y50,Z50,X51,Y51,Z51,time,total_squared_error,marker_error_RMS,marker_error_max
0.34000000,-3.99587268,0.01938201,-3.06824657,-0.52651056,0.56467961,-0.59716646,91.91629198,-1.13279731,3.03429068,97.76894914,1.70639007,12.77269330,-1.19384914,92.06775830,-10.28345827,3.54209429,97.30734517,1.69833356,13.79131645,3.57766756,-30.44808285,-3.92688068,0.80424493,98.17549872,-3.17780942,73.87017483,110.57395663,113.42566951,100.39448804,-1.86065699,88.30910624,106.90649861,109.93915841,35,0.34000000,-201.79729,474.30099,-414.89234,-169.86230,358.28395,-427.48276,-264.01299,92.42600,-433.15146,-327.60146,57.51763,-474.80503,-151.34459,43.03771,-410.18481,-115.46453,64.35139,-465.16320,-200.17133,477.01295,-797.66817,-171.18721,324.90445,-793.62607,-255.81090,88.33882,-788.10558,-324.68305,53.22734,-746.75273,-137.47017,33.80442,-811.17557,-107.83531,56.35330,-756.81535,-194.34276,244.79770,-430.91736,-235.81130,368.42259,-392.13455,-265.78471,257.65757,-390.86387,-253.17511,345.91799,-820.17562,-269.41344,223.25707,-822.13792,-387.35709,537.60443,-398.89056,-281.45607,537.68225,-422.66082,-250.17642,485.54429,-389.90546,-383.88069,429.16121,-411.73100,-272.25228,432.90313,-413.49663,-402.48378,540.77964,-797.01323,-263.30287,535.81780,-785.88201,-405.24365,434.98077,-808.71176,-273.36577,430.19223,-802.22049,-511.57714,569.46242,-483.94072,-677.14459,608.81228,-557.24900,-493.94550,567.79506,-711.99130,-671.51236,605.21426,-660.46607,-461.80682,1010.11205,-619.90783,-410.79078,966.65761,-482.97591,-418.96710,968.27293,-753.82972,-369.10248,913.85639,-586.66227,-367.81644,913.98204,-640.80775,-239.27885,864.33303,-443.95103,-198.45194,765.46694,-412.45612,-168.41488,835.80725,-410.42279,-206.06306,838.71525,-498.88308,-227.18086,832.46238,-647.73615,-190.47274,848.17829,-645.75038,-326.34649,914.07655,-794.66834,-196.96772,755.44733,-807.42043,-165.44904,822.62324,-788.76785,-180.52590,815.41174,-708.55519,-237.36294,797.67002,-565.07372,-206.72978,808.68242,-557.71013,-574.48257,484.45153,-500.78618,-569.04733,481.14897,-700.83158,-576.91347,506.75592,-516.89933,-568.69269,501.50460,-667.55022,0.34000000,0.00629078,0.01209534,0.03438362
0.35000000,-5.60835297,-0.08413350,-3.15342749,-0.52431067,0.56276888,-0.59702663,93.44748446,-1.11196004,2.74939449,97.80881840,1.70708592,13.27324669,-1.28214664,93.71992826,-10.45807335,3.58330282,97.41063201,1.70013626,14.06614889,3.46121880,-30.12166836,-3.86155959,0.87221683,99.41602538,-3.13861874,74.19483938,110.67931813,113.46715799,101.64883474,-2.00742754,88.25084596,107.21017539,109.92081352,36,0.35000000,-202.30768,474.07018,-414.41677,-170.31531,357.90228,-427.24004,-264.73915,91.76053,-433.48568,-327.84477,57.15050,-474.94052,-151.70840,43.35030,-409.93258,-115.89810,65.14977,-464.71906,-200.74041,476.67214,-797.92918,-171.51452,324.72362,-793.80178,-256.38648,87.24456,-786.43917,-324.67563,53.06252,-746.83945,-137.49445,33.76851,-811.18399,-107.90292,56.36926,-756.88771,-195.39544,244.01569,-430.28627,-236.49982,368.30512,-391.82155,-267.15524,257.64084,-390.85180,-253.63175,345.74088,-820.13563,-269.79987,223.11805,-822.08923,-387.39145,538.10289,-399.10266,-281.70670,537.57772,-422.58512,-250.65186,485.30910,-389.73752,-384.47167,429.33328,-411.48777,-272.77535,432.67078,-413.52098,-402.63858,540.56218,-797.18685,-263.46237,535.57260,-785.93929,-405.41432,434.77737,-809.01182,-273.74175,429.79056,-801.64834,-508.83665,567.75303,-483.56025,-673.43436,610.38476,-557.58573,-491.06081,565.52516,-712.02360,-667.80114,606.59412,-660.57411,-449.53924,1006.81329,-619.00951,-398.72642,963.64544,-483.68645,-407.05881,964.48862,-753.82654,-358.74259,909.05007,-587.10097,-357.40159,909.14315,-640.88728,-228.21034,860.43138,-444.98023,-188.08287,761.63733,-412.59461,-157.67081,831.76056,-411.40467,-195.47750,834.94578,-499.83600,-217.48412,828.00685,-648.10182,-180.94404,843.90326,-646.35690,-315.17520,910.06945,-794.91831,-186.25033,751.18863,-808.01377,-154.80808,818.37720,-789.36554,-170.25463,811.23014,-709.17880,-227.10570,794.72385,-565.69787,-196.48997,805.75429,-558.36345,-573.47595,484.03597,-500.68792,-567.83287,480.41955,-700.72214,-575.44489,506.24029,-516.59617,-567.18914,500.68534,-667.51756,0.35000000,0.00638611,0.01218664,0.03552777
0.36000000,-7.07319451,-0.16378488,-3.21828901,-0.52203076,0.56139052,-0.59721091,94.78483278,-1.17721420,2.50068270,97.83406341,1.70752653,13.68528598,-1.30181954,95.17423758,-10.54733193,3.63310721,97.49717723,1.70164675,14.28289101,3.39477461,-29.95787037,-3.81602930,0.90967798,100.73063568,-3.04175985,74.20380039,110.62462987,113.47948995,102.96604208,-2.02610603,88.04486031,107.32144320,109.88547691,37,0.36000000,-202.65235,473.70640,-413.77706,-170.78558,357.46158,-426.60490,-265.44060,91.46216,-433.68774,-328.06594,56.73615,-475.17391,-152.02781,43.58974,-409.67961,-116.26467,65.89328,-464.15036,-201.16866,476.37504,-798.22505,-171.81936,324.46420,-794.13765,-256.78290,86.58101,-785.53775,-324.69070,52.87967,-746.87966,-137.53029,33.79832,-811.13690,-107.95897,56.40824,-756.85962,-196.26483,243.41275,-429.51079,-237.14007,368.15211,-391.46148,-268.19188,257.62280,-390.75771,-253.96355,345.58254,-820.12777,-270.20565,222.95284,-821.94592,-387.77296,538.66932,-399.12259,-281.88400,537.58918,-422.50158,-251.13340,485.26878,-389.46128,-385.15452,429.82926,-410.99740,-273.31512,432.55059,-413.47322,-402.79920,540.41089,-797.38872,-263.56094,535.42979,-786.12272,-405.50989,434.81973,-809.72243,-274.02538,429.47573,-801.11119,-505.96165,566.58671,-483.51533,-669.25552,612.23194,-558.12018,-487.87712,563.76510,-712.40673,-663.76188,608.31994,-660.86010,-438.31713,1003.39409,-619.51239,-386.92909,960.43213,-484.49380,-395.31180,960.75064,-753.64305,-348.33879,904.43462,-587.60701,-346.86366,904.41565,-640.92149,-217.02518,857.03619,-445.87306,-177.16630,758.26044,-413.12357,-146.64007,828.26271,-412.33921,-184.57862,831.75121,-500.73991,-207.19100,824.12712,-648.56582,-170.80054,840.27127,-647.00181,-304.00585,906.30404,-795.23095,-175.21720,747.51523,-808.65648,-143.87467,814.78127,-790.19441,-159.59750,807.73554,-709.74063,-216.65309,792.05127,-566.37511,-186.07324,803.14015,-559.05200,-572.05041,484.07877,-500.86952,-566.24271,480.16608,-700.89350,-573.53085,506.12863,-516.55451,-565.44528,500.37051,-667.77994,0.36000000,0.00653424,0.01232716,0.03634830
0.37000000,-8.54201511,-0.27373900,-3.28905054,-0.51951024,0.56068300,-0.59758201,96.01942015,-1.29831592,2.23323900,97.76065616,1.70624533,14.12681823,-1.20651817,96.53223735,-10.64116473,3.73750532,97.51229008,1.70191052,14.52887413,3.43364857,-29.78109738,-3.70592147,0.97150945,102.13341012,-3.01698532,74.35105004,110.54805188,113.50449133,104.35833382,-2.12025257,88.04167612,107.49974756,109.86478541,38,0.37000000,-202.74768,473.30940,-413.11893,-171.10485,356.99960,-425.65565,-266.03615,91.23991,-433.50392,-328.26370,56.46842,-475.21306,-152.35741,43.79165,-409.20847,-116.52203,66.48650,-463.61354,-201.19744,476.00646,-798.52872,-171.90726,324.04828,-794.44373,-256.98593,86.37510,-785.45986,-324.73643,52.70290,-746.87353,-137.57584,33.91744,-811.02709,-108.01856,56.48458,-756.65898,-196.60856,243.23167,-428.95152,-237.61253,367.89334,-391.07187,-268.57493,257.48261,-390.46289,-253.98613,345.32044,-820.08224,-270.54141,222.69140,-821.75377,-388.03591,539.58519,-399.10693,-281.87734,537.77663,-422.35178,-251.47058,485.47381,-389.12832,-385.69543,430.60658,-410.60679,-273.71057,432.62505,-413.29708,-402.69767,540.42955,-797.65964,-263.41345,535.35587,-786.58814,-405.49951,434.91604,-810.16202,-274.06261,429.28754,-801.05469,-503.00924,566.36356,-483.68806,-664.71171,614.52913,-558.84724,-484.43053,563.02938,-713.03157,-659.65609,610.60261,-661.38149,-427.77886,1000.29137,-620.23008,-375.22818,957.00837,-485.20181,-383.44647,957.37495,-753.61152,-337.63791,900.09951,-588.14954,-336.27420,899.90462,-640.86007,-205.74139,854.23567,-446.63596,-165.74019,755.38182,-414.03095,-135.32547,825.41595,-413.18960,-173.39239,829.20329,-501.63507,-196.33814,821.06002,-649.28096,-160.07898,837.38930,-647.69310,-292.80950,902.92719,-795.54556,-163.91011,744.51178,-809.36565,-132.66150,811.94056,-791.10648,-148.51797,805.01465,-710.30939,-206.06299,789.69501,-567.09775,-175.53201,800.86070,-559.75990,-570.17758,484.89863,-501.30616,-564.18323,480.76240,-701.32016,-571.03052,506.76531,-516.55042,-563.55697,500.96072,-668.13273,0.37000000,0.00668343,0.01246710,0.03670354
0.38000000,-9.84669703,-0.37401766,-3.38146332,-0.51673701,0.56074867,-0.59800518,96.99431253,-1.38685489,2.03952127,97.61868776,1.70376751,14.46534279,-0.96023901,97.62111463,-10.75208151,3.79737837,97.49089190,1.70153705,14.85983358,3.52614825,-29.81243802,-3.57514577,1.09125839,103.71128207,-2.94595203,74.38983821,110.41705630,113.51375771,105.83459014,-2.18225498,87.98453516,107.68985627,109.84489026,39,0.38000000,-202.45929,472.96349,-412.59372,-170.92528,356.47558,-424.81934,-266.34535,90.96780,-432.89468,-328.43443,56.46382,-474.88266,-152.58616,43.82434,-408.70858,-116.63801,66.82269,-463.25298,-200.60508,475.52683,-799.07834,-171.56377,323.39401,-794.55062,-257.18597,86.19670,-785.42803,-324.75434,52.60276,-746.83712,-137.61901,34.10182,-810.91884,-108.08978,56.57529,-756.32271,-196.40809,243.25994,-428.65290,-237.70876,367.59200,-390.62669,-268.56230,257.07785,-390.06608,-253.58215,344.87839,-820.07206,-270.64806,222.29917,-821.62776,-387.41139,540.89581,-399.29875,-281.44841,538.15550,-422.07690,-251.44393,485.89755,-388.74427,-385.88258,431.67478,-410.39849,-273.81760,433.03370,-412.72342,-401.96855,540.66460,-797.86287,-262.75905,535.24765,-787.25438,-405.19044,434.87332,-809.54493,-273.84215,429.19592,-801.60741,-499.87258,566.78683,-484.00465,-659.85888,617.34681,-559.58293,-480.77967,563.02047,-713.65383,-655.37941,613.35134,-662.10334,-416.51555,997.13539,-620.03145,-363.46090,953.59871,-485.69956,-371.53380,954.35083,-753.65560,-326.73275,895.88519,-588.50728,-325.69732,895.70496,-640.67190,-194.27233,852.01617,-447.21697,-153.99790,753.22785,-414.67784,-123.75208,823.30192,-413.96585,-161.88532,827.39367,-502.45207,-185.05530,818.95814,-650.19257,-148.97555,835.37757,-648.41262,-281.67305,900.03873,-795.97776,-152.33741,742.23294,-810.04157,-121.28907,809.87687,-791.97163,-137.05167,803.16898,-711.10251,-195.39311,787.69781,-567.85810,-164.93604,798.98926,-560.47898,-567.99967,486.33855,-501.84336,-561.80918,482.00252,-701.84708,-568.18011,508.19119,-516.52349,-561.54368,502.27322,-668.37435,0.38000000,0.00680112,0.01257639,0.03705627
0.39000000,-11.07071545,-0.45755239,-3.48652217,-0.51355688,0.56122776,-0.59837956,97.84510171,-1.45178721,1.88607368,97.46656536,1.70111248,14.72749397,-0.56963604,98.54885592,-10.88769913,3.81702317,97.45870487,1.70097528,15.26282173,3.63202732,-29.88672422,-3.45595842,1.22046675,105.35387864,-2.89076153,74.37378168,110.28218696,113.50937371,107.35028964,-2.24646394,87.96777606,107.90884780,109.83642140,40,0.39000000,-201.64344,472.71181,-412.03652,-170.09519,355.87320,-424.28373,-266.40817,90.78125,-432.10737,-328.48530,56.61398,-474.45833,-152.55569,43.52009,-408.53068,-116.57537,66.81412,-463.01249,-199.31786,474.89758,-799.90958,-170.69170,322.48030,-794.56882,-257.34122,85.93238,-785.23267,-324.70739,52.57188,-746.72656,-137.63102,34.23580,-810.84425,-108.11741,56.58704,-755.98548,-195.73691,243.14127,-428.51514,-237.18226,367.24116,-390.14862,-268.33378,256.40808,-389.76738,-252.65278,344.28246,-820.24820,-270.27842,221.77914,-821.57992,-386.03928,542.08253,-399.86661,-280.32186,538.65381,-421.93254,-250.88841,486.44644,-388.26475,-385.58153,432.91367,-410.25070,-273.52987,433.76541,-411.62950,-400.45497,541.19253,-797.94017,-261.34835,534.98368,-787.89862,-404.34694,435.03145,-808.46595,-273.25313,429.14148,-802.44165,-496.50594,567.50764,-484.44071,-654.58715,620.53643,-560.20519,-476.93526,563.31524,-714.17080,-650.60021,616.31344,-662.75384,-404.84128,993.91312,-619.65993,-351.96127,950.46596,-486.30242,-360.06274,951.40358,-753.32602,-316.12128,891.73790,-588.69402,-315.23871,891.82251,-640.48334,-182.56121,850.33674,-447.58000,-142.00456,751.72433,-415.12289,-112.00257,821.88122,-414.67164,-150.10556,826.29468,-503.12269,-173.44684,817.79642,-651.02193,-137.54758,834.25828,-649.08847,-270.71875,897.65606,-796.60833,-140.57301,740.67775,-810.58735,-109.88800,808.55358,-792.81155,-125.36772,802.16740,-711.95488,-184.70150,786.10255,-568.64824,-154.35123,797.59352,-561.20996,-565.51751,488.11044,-502.32989,-559.17556,483.54782,-702.32387,-565.18332,510.22011,-516.55252,-559.27574,503.96295,-668.50542,0.39000000,0.00689849,0.01266609,0.03747268
0.40000000,-12.18946859,-0.50064788,-3.57934751,-0.50997433,0.56200718,-0.59873532,98.54347098,-1.52318156,1.76140254,97.30691969,1.69832613,14.93003326,-0.13315424,99.30893931,-11.02385466,3.77378698,97.41082452,1.70013961,15.67649941,3.74989421,-29.96369241,-3.40885513,1.33381470,106.94933792,-2.86818682,74.26120294,110.10790059,113.48759123,108.89483842,-2.28495812,88.03382885,108.07243422,109.83153842,41,0.40000000,-200.19150,472.38135,-411.48658,-168.76619,355.15321,-423.89340,-266.19431,90.51481,-431.57825,-328.31388,56.77884,-474.25607,-152.33640,42.87300,-408.58342,-116.27085,66.29454,-462.84067,-197.39322,474.06258,-800.74460,-169.29166,321.42204,-794.70752,-257.23197,85.64002,-785.04621,-324.63027,52.55668,-746.52865,-137.57377,34.14587,-810.75032,-108.03197,56.44677,-755.80543,-194.63055,242.69229,-428.49112,-235.94823,366.76172,-389.68928,-267.66716,255.75057,-389.56422,-251.13532,343.56387,-820.59306,-269.26557,221.22581,-821.69156,-384.51903,542.85461,-400.64505,-278.42911,539.05983,-422.18260,-249.70190,486.86182,-387.78403,-384.69276,434.00102,-410.07045,-272.64386,434.32329,-410.50221,-398.19030,542.00239,-798.18310,-259.06377,534.56981,-788.50787,-402.93840,435.79042,-808.29813,-272.00325,428.98247,-803.19890,-492.93210,568.49532,-484.96099,-649.04034,623.93985,-560.84724,-472.89377,563.87420,-714.62484,-645.37240,619.40418,-663.18185,-394.36881,991.52009,-619.98976,-340.83860,947.79428,-487.07080,-349.11454,948.61938,-752.71137,-306.03989,887.90710,-588.92409,-305.10368,888.16003,-640.43492,-170.70648,849.24634,-447.80663,-129.80996,750.68874,-415.82969,-100.20113,821.06663,-415.30548,-138.23173,825.86258,-503.80156,-161.59101,817.42449,-651.53130,-125.76122,833.91123,-649.72391,-259.92814,895.78019,-797.15778,-128.71463,739.87379,-811.08757,-98.48114,807.98722,-793.68360,-113.55527,801.90551,-712.66390,-174.04607,784.95209,-569.46039,-143.82509,796.68440,-561.94392,-562.72767,490.13333,-502.77026,-556.25812,485.33625,-702.75473,-562.06739,512.64962,-516.72817,-556.62290,505.91559,-668.66612,0.40000000,0.00702364,0.01278048,0.03783487
0.41000000,-13.17549653,-0.50698945,-3.67795887,-0.50609227,0.56321372,-0.59918121,99.03725501,-1.55318826,1.65968237,97.07952029,1.69435727,15.04697384,0.14743503,99.84872405,-11.14178752,3.69158331,97.32851931,1.69870312,16.06585589,3.79358096,-30.09381063,-3.41005817,1.44889951,108.48750047,-2.86918012,74.04841440,109.85484647,113.44957270,110.45920273,-2.27612995,88.14423206,108.16005150,109.82597282,42,0.41000000,-198.14057,471.68079,-411.32673,-167.05611,354.19428,-423.67656,-265.53594,89.83143,-431.65074,-328.02586,56.91817,-474.15283,-152.09709,42.08675,-408.64000,-115.71285,65.21929,-462.94018,-194.88070,473.03704,-801.34280,-167.39442,320.40479,-794.98547,-256.81098,85.25191,-784.84651,-324.54681,52.54150,-746.34322,-137.44611,33.82309,-810.67165,-107.82445,56.18533,-755.86805,-193.14868,241.91936,-428.54802,-234.05480,365.98676,-389.42416,-266.27489,255.32146,-389.33572,-249.10218,342.81329,-820.97255,-267.74609,220.71287,-822.00897,-382.53191,543.67043,-401.12711,-275.93951,539.12000,-422.50815,-247.84403,486.77444,-387.59098,-383.26769,434.81992,-409.73251,-271.04782,434.20307,-409.94009,-395.25802,542.83781,-798.84818,-256.04601,534.01310,-789.16211,-401.09709,436.87348,-809.22875,-270.08205,428.55084,-803.85434,-489.16645,569.80344,-485.53369,-643.64829,627.53440,-561.69396,-468.69120,564.77249,-715.04683,-640.01999,622.67365,-663.55059,-384.74045,990.48506,-620.73320,-329.74016,945.65204,-487.60293,-338.38410,946.43604,-752.34475,-296.35281,884.62249,-589.22881,-295.43488,884.80681,-640.46970,-158.94837,848.81222,-448.06278,-117.61255,750.17942,-416.66753,-88.49552,820.88694,-415.87639,-126.41601,826.16187,-504.60072,-149.51938,817.71413,-652.02167,-113.70857,834.23438,-650.41610,-249.24565,894.47522,-797.39706,-116.85571,739.87806,-811.69515,-87.05346,808.20482,-794.60004,-101.59179,802.34233,-713.39771,-163.48474,784.28923,-570.28682,-133.39610,796.24646,-562.66460,-559.78293,492.44650,-503.25276,-553.11217,487.41617,-703.22475,-558.92116,515.35576,-517.15700,-553.51097,508.10910,-669.00383,0.41000000,0.00713917,0.01288516,0.03814786
0.42000000,-14.05051323,-0.52935924,-3.78715375,-0.50197378,0.56486602,-0.59961110,99.33625696,-1.52450136,1.54573061,96.80505479,1.68956694,15.18320639,0.26110277,100.21335415,-11.23880943,3.64587561,97.20590126,1.69656303,16.46603269,3.73221756,-30.27404733,-3.38974628,1.58566677,110.03819434,-2.87651503,73.84295709,109.52353964,113.40407059,112.00649065,-2.30006415,88.28266677,108.25032543,109.82496499,43,0.42000000,-195.67867,470.61525,-411.53102,-164.92605,353.00014,-423.87610,-264.67705,88.98727,-432.09082,-327.81284,56.98781,-473.97119,-151.86845,41.48490,-408.78531,-115.14746,64.05441,-463.33231,-191.85703,471.95261,-801.74474,-165.08959,319.45623,-795.26594,-256.23348,84.78955,-784.63583,-324.43161,52.50980,-746.26157,-137.30326,33.47651,-810.71067,-107.55115,55.90032,-756.11109,-191.36491,240.92565,-428.76601,-231.60816,364.85305,-389.49409,-264.24056,254.81283,-389.23340,-246.71380,342.14994,-821.25526,-266.03523,220.18914,-822.19043,-379.50431,544.85098,-401.16631,-273.03564,538.79175,-422.40592,-245.48052,486.07142,-387.73503,-381.45873,435.46621,-409.50686,-268.96273,433.56564,-409.94510,-391.85150,543.40074,-799.69408,-252.62724,533.18399,-789.84307,-398.95545,437.70905,-810.17477,-267.91725,427.77730,-804.44028,-485.21622,571.42160,-486.13642,-638.45145,631.31182,-562.63179,-464.37242,565.99808,-715.43700,-634.64217,626.14691,-663.99915,-374.19184,990.31174,-620.98972,-318.65929,944.06149,-487.81980,-327.93761,945.02152,-752.25846,-287.03963,881.96756,-589.50105,-286.21995,882.08110,-640.43267,-147.53708,849.04394,-448.38674,-105.62702,750.29830,-417.41110,-77.07286,821.42372,-416.44830,-114.77544,827.22394,-505.40362,-137.38572,818.64152,-652.94262,-101.65394,835.23573,-651.19232,-238.77096,893.80249,-797.56553,-105.17115,740.68538,-812.32197,-75.71514,809.15058,-795.57722,-89.59873,803.51498,-714.22649,-153.07548,784.15683,-571.11968,-123.11148,796.30175,-563.37335,-556.72436,495.04214,-503.77928,-549.79448,489.78193,-703.73651,-555.72002,518.26948,-517.79112,-550.01781,510.53996,-669.49142,0.42000000,0.00716933,0.01291234,0.03852328
0.43000000,-14.87537633,-0.56226440,-3.85397237,-0.49766762,0.56679681,-0.60001209,99.54276029,-1.49859821,1.45767836,96.56608085,1.68539606,15.51825345,0.27489143,100.49099417,-11.30885591,3.58801379,97.06547182,1.69411207,16.89365255,3.62915106,-30.42055298,-3.31483636,1.72493683,111.55700065,-2.82645408,73.64623209,109.15540479,113.35538081,113.49894705,-2.33038782,88.40019200,108.35187693,109.82843429,44,0.43000000,-192.89455,469.47204,-411.75589,-162.40625,351.75612,-424.45523,-264.14360,88.54874,-432.29294,-327.67063,56.93723,-473.86512,-151.64924,41.22197,-409.03709,-114.91270,63.41502,-463.54049,-188.56446,470.97635,-802.20717,-162.52350,318.39701,-795.38028,-255.63852,84.44344,-784.58014,-324.28828,52.45949,-746.25524,-137.19794,33.27131,-810.82412,-107.28727,55.65670,-756.36449,-189.40740,239.89301,-429.26600,-228.84528,363.72924,-389.76017,-261.95571,253.95663,-389.48052,-244.04727,341.55835,-821.34931,-264.28052,219.64703,-821.91814,-375.87649,545.88867,-401.18287,-269.81150,538.28059,-422.02464,-242.89501,485.01769,-387.93418,-379.32444,435.93169,-410.09023,-266.71604,432.82017,-410.27506,-388.28784,543.69377,-800.39249,-249.11980,532.05200,-790.55513,-396.66929,438.15325,-810.35440,-265.87408,426.70650,-804.68129,-481.09302,573.33483,-486.74293,-633.10917,635.21229,-563.35542,-459.96958,567.53222,-715.80612,-629.21411,629.84013,-664.40322,-362.85575,990.48282,-620.48223,-308.07015,943.13307,-488.05060,-318.11215,944.22968,-752.05107,-278.26768,880.08584,-589.74394,-277.44455,880.15970,-640.30500,-136.62676,849.94702,-448.72352,-93.94274,750.99514,-418.48698,-66.16025,822.71745,-417.07926,-103.54161,829.00683,-506.20877,-125.62665,820.29473,-653.95728,-89.93761,836.94442,-651.99922,-228.72172,893.77701,-797.87528,-93.89343,742.26619,-812.72413,-64.68738,810.80203,-796.60857,-77.90243,805.51754,-715.00096,-142.87616,784.59770,-571.95113,-113.03118,796.91522,-564.08748,-553.41999,497.87301,-504.26081,-546.34317,492.42991,-704.20816,-552.22125,521.32688,-518.39674,-546.38004,513.27037,-669.94198,0.43000000,0.00712931,0.01287625,0.03913944
0.44000000,-15.65596498,-0.56219110,-3.85573571,-0.49324617,0.56894991,-0.60040914,99.70936858,-1.50945395,1.44943836,96.39988782,1.68249544,15.98198369,0.21210686,100.67499346,-11.28505162,3.51732109,96.89626938,1.69115893,17.29763273,3.54986202,-30.46110090,-3.25231293,1.81386660,112.88926806,-2.75879257,73.38295425,108.80870007,113.30505215,114.81865767,-2.35125317,88.44775581,108.35610779,109.82594815,45,0.44000000,-189.70016,468.46041,-412.09142,-159.67206,350.58421,-425.13656,-263.98316,88.50565,-432.13008,-327.50640,56.84255,-473.92709,-151.51479,41.12343,-409.13620,-114.95987,63.28468,-463.28101,-185.32096,469.95523,-802.58037,-159.83636,317.15193,-795.24372,-255.09977,84.29728,-784.69653,-324.16595,52.43902,-746.25629,-137.13477,33.18368,-810.89969,-107.08185,55.44333,-756.50475,-187.51959,239.04443,-429.83621,-226.05906,363.07152,-390.11169,-259.83292,253.30836,-390.05225,-241.14824,340.99604,-821.31596,-262.45859,219.21225,-821.45825,-372.26284,546.38031,-401.47386,-266.31409,537.83162,-421.90459,-240.09246,483.90217,-388.22082,-376.90015,436.34248,-411.40371,-264.40210,432.13905,-410.88694,-384.81675,543.98949,-801.00552,-245.71716,530.86158,-791.28197,-394.42384,438.43211,-809.93997,-263.97873,425.50985,-804.42836,-476.80840,575.54477,-487.32563,-627.64167,639.13895,-563.78700,-455.51547,569.38015,-716.16931,-623.85182,633.71982,-664.57202,-352.23855,991.17571,-619.82088,-298.31055,943.03858,-488.42254,-308.98942,944.10206,-751.69790,-270.10577,879.09847,-590.03306,-269.19154,879.05463,-640.20565,-126.37366,851.58304,-449.18057,-82.68878,752.34968,-420.06811,-55.93065,824.89144,-417.70218,-93.02178,831.53683,-507.13737,-114.61510,822.80193,-654.53320,-78.85645,839.41975,-652.83052,-219.33456,894.48948,-798.15714,-83.21150,744.67226,-812.93051,-54.20300,813.25763,-797.61731,-66.85613,808.36458,-715.75474,-132.94469,785.65463,-572.77338,-103.21340,798.14417,-564.81807,-549.81396,500.88534,-504.64081,-542.79510,495.34230,-704.58745,-548.34826,524.41658,-518.90271,-542.65491,516.27515,-670.32093,0.44000000,0.00710317,0.01285262,0.03980998
